StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent Form,prolific_id,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,comp_check_control,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,comp_check_inocul,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,text,politic
05/08/2024 6:14,05/08/2024 6:21,IP Address,172.58.228.136,100,425,TRUE,05/08/2024 6:21,R_6VDnLuPCuFNL56h,,,,,40.7252,-73.944,anonymous,EN,I consent to my participation in the study,65486ad91a5493d24f94d4d1,102.468,103.585,120.458,2,Passing bills in congress.,,,,,,1.203,288.276,289.992,10,"Abortion should be illegal, as it is taking away life because a woman chose to have fun and regret her decisions. There are certain cases where it may be legal, such as rape, injury, and others. Women need to be held accountable for their actions, as it may affect the fathers and they have no say. Woman should be punished as it is technically murder. They should face charges or some repercussions. ",Republican
05/08/2024 6:12,05/08/2024 6:23,IP Address,100.36.159.166,100,660,TRUE,05/08/2024 6:23,R_33gzvxKUbk8c9tO,,,,,38.7913,-77.2806,anonymous,EN,I consent to my participation in the study,5caa4435fd086000196ddf13,,,,,,111.649,111.649,168.784,1,"how some people try to divide and control others by focusing on differences, when we are stronger if we stay focused on our similarities.",2.825,439.413,447.351,5,"It's a travesty that Roe v. Wade was overturned, and this agenda must be stopped. Everyone has a right to make their own decisions about their personal health care. Restricting access to health services and imposing arbitrary ideas of morality onto others is wrong. The United States is moving backward in the social arena, and the rest of the world is watching. It's time to reverse this trend and instead become a leader in social progress and human rights. Making abortion illegal makes women second-class citizens and reinforces the patriarchy. ",Democract
05/08/2024 6:17,05/08/2024 6:24,IP Address,108.27.248.84,100,423,TRUE,05/08/2024 6:24,R_5m9p1GZuQQT4wc8,,,,,40.7005,-73.2407,anonymous,EN,I consent to my participation in the study,6681db70ad62048386c4674f,,,,,,96.352,164.042,197.661,9,The left and right of politics has become more separated which is causing disagreements and hate but we should not listen to these hate pushes. ,3.088,197.585,199.34,21,I am 100% for women's choice to have abortion or not. It should be a woman's decision to get one not the federal or state decision. However I would never have one myself but that is my decision. The government should be passing laws about making it safer because people would get it regardless if its legal or not. If illegal then she might go somewhere unsafe. ,Democract
05/08/2024 6:16,05/08/2024 6:24,IP Address,98.97.57.108,100,466,TRUE,05/08/2024 6:24,R_6HukUK2LX3tkJDH,,,,,34.0544,-118.2441,anonymous,EN,I consent to my participation in the study,645005f03fb72ab1bb1a88b1,94.985,124.768,128.348,2,The video mostly explained how the Senate and the House of Representatives compose Congress.,,,,,,1.251,304.7,306.761,12,"It is ridiculous that law has anything to do with a well established and fairly safe medical procedure. A woman's body is her own and any decisions regarding it should be between a woman and her doctor, and his opinions should not supersede her choices in any way. It is sad that unborn babies die but it should be the mother's right to choose if her situation calls for bringing another life into the world. People that have problems with abortion do not typically have houses full of adopted children. They have no right to tell other people what to do with their lives. ",Democract
05/08/2024 6:22,05/08/2024 6:26,IP Address,71.221.143.164,100,240,TRUE,05/08/2024 6:26,R_3PIip51a3wJZMsF,,,,,30.0529,-95.1783,anonymous,EN,I consent to my participation in the study,5e07a94db7b33010fe2af9b4,,,,,,21.212,21.212,92.51,1,It is about political polarization.,1.814,107.953,117.021,9,"I believe abortion should be legal in all states in the United States and that politicians should not have control over a woman's body. This world is going back to the 1950's and it is a scary time for women and their daughters. I also believe we need far more women to represent us in politics, in the Senate and the House and am hoping for a woman president very soon. ",Democract
05/08/2024 6:21,05/08/2024 6:26,IP Address,24.183.181.100,100,303,TRUE,05/08/2024 6:26,R_5pgxUhkZrGfL7Ro,,,,,42.0738,-72.0303,anonymous,EN,I consent to my participation in the study,60c90880a1658fe3dd81094d,7.522,93.456,121.524,4,What is congress and why is it hard to pass bills in 87 seconds,,,,,,2.152,121.928,149.71,2,I'm in favor of.a woman's right to choose. I don't like the fact that the states and the Supreme Court want to prevent a woman's right to choose. I know some people are promiscuious and sleep around and maybe don't deserve protection. It doesn't matter. Someone's moral beliefs shouldn't block others from living their lives if it's in safety. Especially since it's in pill form it should be available to all and available to ship by mail.,Independent
05/08/2024 6:18,05/08/2024 6:26,IP Address,67.240.82.13,100,468,TRUE,05/08/2024 6:26,R_7WGezbAprIgzzIG,,,,,42.7836,-73.9428,anonymous,EN,I consent to my participation in the study,5f744fb50bfbbd0a01cd5435,,,,,,10.061,109.95,144.726,2,Increasing polarization and people being manipulated and turned against each other.,2.312,155.184,285.114,4,I am very much pro choice. Abortion should be legal. Abortion is necessary for many reasons. Some people don't ever want to have children or aren't ready to have them yet. If they get pregnant they shouldn't be forced to go through a pregnancy and childbirth. Sometimes abortions are necessary to save the life of or preserve the health of the mother. Sometimes abortions are necessary to get rid of extremely defective fetuses that won't survive and will just suffer.,Democract
05/08/2024 6:22,05/08/2024 6:26,IP Address,208.104.124.104,100,218,TRUE,05/08/2024 6:26,R_4feEnCoH9Ziksji,,,,,34.9071,-81.0073,anonymous,EN,I consent to my participation in the study,66688336cb6b5de159df075e,8.287,70.255,94.096,3,How the Congress works and who is controlling each and why bills are not being passed.,,,,,,2.707,2.707,90.313,1,"I believe that a person should have the right to choose, with their doctor the best course of action for them to take and that the government has no place in that decision. While I personally do not think I would get an abortion, it is not up to me to make decisions for other people. Individual situations are far to complicated to make sweeping laws.",Democract
05/08/2024 6:19,05/08/2024 6:29,IP Address,76.188.185.95,100,548,TRUE,05/08/2024 6:29,R_1VRoArydOTdsk93,,,,,41.4377,-81.8088,anonymous,EN,I consent to my participation in the study,65a44479e2b9a23db776bf49,,,,,,89.301,133.881,137.148,6,Our differences can divide our democracy and some people want this to happen.,4.845,368.925,370.063,32,"I believe that it is a woman's right to decide if she has an abortion. This right should never be taken away from women. If this right is taken away, women will be put at risk. No one should have control over a women's body other than herself. People need to stop the judgement. If men gave birth, this would not even be an issue in question. People removed from the situation are trying to make decisions for women which is not ok.   ",Independent
05/08/2024 6:19,05/08/2024 6:29,IP Address,204.111.198.147,100,576,TRUE,05/08/2024 6:29,R_54BEsP135Te1Scp,,,,,40.2389,-77.1935,anonymous,EN,I consent to my participation in the study,60b4277a6c6540693acdd766,48.263,100.197,101.705,6,The video presents a brief overview of the U.S. Congress and its role in our government,,,,,,10.284,37.087,433.498,2,"I believe abortion should be legal in all states. The law should be established at the national level so that women in all states are treated equally. While I think that some limits (such as 24 weeks gestation) would be acceptable, exceptions for certain fetal conditions and well-being should be made at the discretion of the mother and her health team. I don't believe anyone wants to have an abortion. It is a difficult, agonizing decision. Society at large should not dictate what a woman can do with her own body. The very people who wish to ban all abortions are those who do not support the social services required to support families.",Democract
05/08/2024 6:24,05/08/2024 6:30,IP Address,98.56.44.19,100,388,TRUE,05/08/2024 6:30,R_7yfKpUZw9yH4wp9,,,,,27.095,-82.4485,anonymous,EN,I consent to my participation in the study,598cc899e339120001fb88c6,105.801,105.801,120.294,1,What happens in congress,,,,,,3.801,184.268,241.437,3,"I believe that abortion should be illegal. The only time abortion should come into play is, rape, incest, and other uncontrollable circumstances. It should not be allowed, just to remove a baby because it's unwanted. It takes two people to create a baby, and both parties should be held accountable. 

Life is precious, and is not to be taken for granted. God said to go forth and procreate.",Republican
05/08/2024 6:26,05/08/2024 6:31,IP Address,38.95.237.121,100,323,TRUE,05/08/2024 6:31,R_3OpuEaj3o4mlYEV,,,,,35.6409,-120.701,anonymous,EN,I consent to my participation in the study,63d7b81d79044b73bfb50952,92.793,175.411,177.241,10,The video was about how The senate and the house of representatives need to both approve a new law for it to go into effect. This was set up purposefully by our forefathers so bills will be hard to pass to protect the people,,,,,,3.289,131.152,132.662,11,"I really don't care about whether a women wants to get abortion its not my body so why would i care. If other women want to get an abortion for whatever reason they have the right to do that, it's their body after all. Also some kids really shouldn't be born, why raise a child in a one parent household wit ha crack addict mom making 13k a year? There is already to many people on the planet it just seems like a good idea.",Democract
05/08/2024 6:28,05/08/2024 6:32,IP Address,136.41.1.242,100,208,TRUE,05/08/2024 6:32,R_5bOyTDVIFDwQXaE,,,,,37.751,-97.822,anonymous,EN,I consent to my participation in the study,6646b51835075a19b1e15bc7,,,,,,1.282,99.848,100.493,6,The video was about how the lines of politics have kind of separated and that now the devil is involved in politics. It is hard to define who is what except that all of the politicians can be bad. ,1.353,1.353,83.691,1,I think that abortion should definitely be legal in the USA. I don't think that it's appropriate to ban abortion because that is a form of health care and it should be up to the woman on whether they want to keep their baby or not. I think that a lot of women in this country are sexually assaulted and they should have the right to not have a baby from that. I also think that women might not be financially prepared or in a good place to raise a child and they should not be forced to bring one into the world. ,Independent
05/08/2024 6:25,05/08/2024 6:32,IP Address,75.74.38.72,100,381,TRUE,05/08/2024 6:32,R_3RIBbnACMrk8R4B,,,,,25.6696,-80.2875,anonymous,EN,I consent to my participation in the study,5a21f078a7788f000144aa76,,,,,,79.967,110.662,112.621,2,The country is very divided in their opinions and hate pushers are making it worse.,12.645,247.715,250.999,21,I personally believe that abortion should be a woman's choice to make. I also believe that there should be limits on when somebody can get an abortion. I'm not certain about the exact amount of months but after 3 or 4 months you should not just be allowed to have an abortion because you don't want the baby anymore. I feel the fetus is too far along and it would be a shame to just kill it like that. I do agree that the states should be able to make their own laws about abortion with regards to details. I also feel there should be a general country law protecting at least the right to get an abortion but then the states get to decide on the details. To make this easier birth control and pregnancy testing should be made easily available to everyone.,Republican
05/08/2024 6:24,05/08/2024 6:32,IP Address,76.37.28.109,100,498,TRUE,05/08/2024 6:32,R_6LcBwgUuIB5figX,,,,,42.9339,-78.8046,anonymous,EN,I consent to my participation in the study,65841b008c0062cd05cfcf7c,,,,,,90.558,119.481,120.584,8,How society tends to focus on differences instead of focusing on things that we have more in common,35.51,332.557,333.447,77,My views on abortion is it should be left up to the individual not a government official. A person has a right to do with their body as they choose it's their choice whether right or wrong it's their choice and I don't believe that someone to tell you what to do to and for your body. Abortion is a tough subject sometimes things happen in your life where at the time you're not able to take care of a baby then someday well give it up for adoption it's hard because you still have to go through the stages of carrying a baby for 9 months during that time there's connections made,Democract
05/08/2024 6:28,05/08/2024 6:33,IP Address,216.212.27.134,100,290,TRUE,05/08/2024 6:33,R_32wIDDmJ7G4obbX,,,,,42.724,-71.479,anonymous,EN,I consent to my participation in the study,5d7fec0793bb8600164dd05f,24.44,77.072,92.15,2,This video is about congress and their role in law making.,,,,,,4.328,170.996,171.345,2,"My views regarding abortion are strongly pro-choice. It is disheartening and scary to me that the US is moving backwards in terms of legal status for abortions. This is putting so many women at risk including those who had miscarriages, or need an abortion for life-saving healthcare. Regardless of the reason though, I fully believe it is an individual's right to choose to have or not have an abortion. Making this procedure illegal is putting more women at risk as outlawing abortion does not stop it from happening and they may seek it out in other unsafe ways. ",Democract
05/08/2024 6:22,05/08/2024 6:33,IP Address,169.150.191.95,100,645,TRUE,05/08/2024 6:33,R_3v7gDwjXarUSwLn,,,,,36.0769,-83.5668,anonymous,EN,I consent to my participation in the study,6678828c7f4f962c707ab60c,,,,,,15.13,160.885,161.706,9,encouraging us to focus on our similaries and not our differences to stop the dividing,5.131,417.99,462.226,6,I think that abortion should only be legal in very minimal instances.  I think that the rights of the baby is ignored and not taken into consideration.  Most focus on the rights of the mother/woman and not the rights of the baby because they do not consider the baby a human with rights. I believe that life starts at conception and that the underdeveloped baby has rights.  Most politicians take this subject and use it to divide our country.  They are not  thinking the baby is a living human but a mass of tissue with no rights at all.  The baby's heart beat can be detected early in their developing stage and should be considered.  Women do have rights but so does the baby that they are carrying.  This is more of a moral issue than a rights/political issue.  Being pregnant is the result of se,Republican
05/08/2024 6:25,05/08/2024 6:33,IP Address,107.3.8.65,100,495,TRUE,05/08/2024 6:33,R_3maRsWlyHAKLCGB,,,,,41.2831,-75.8906,anonymous,EN,I consent to my participation in the study,61283769a39dd638c256540c,,,,,,77.952,77.952,131.957,1,Ignore your differences and don't hate the people on the other side! ,3.316,205.543,288.329,4,"I feel like despite the crowing by feminists about the federal right to an abortion, women are more free to murder their babies than at any time in the past through either medication or a patchwork quilt of states with no restrictions. The states with restrictions do exist but even in those cases mail-order pills still continue to happen and if they cause emergencies doctors are forced to complete the procedure whether or not they agree with abortion at all.",Republican
05/08/2024 6:24,05/08/2024 6:34,IP Address,24.111.47.60,100,590,TRUE,05/08/2024 6:34,R_7UoScqz7Is2fStb,,,,,43.5235,-96.7385,anonymous,EN,I consent to my participation in the study,66b08c384fa85973d0776ccd,96.101,96.101,133.501,1,This video was about the structure of the United States federal government and a description on the difficulty in passing laws.,,,,,,2.194,180.223,398.997,3,"I believe there should be no federal laws making abortion illegal and the power should be left in the hands of the individual state governments. I support abortion being legal, safe, available, and affordable. Although abortion to many is an issue of ethics, ending a life is a difficult decision to have to make, but it is sometimes the very best solution to the individual's situation. Leaving the legal status of abortion to the states allows the population of said states to make the final decision of the law. In case this view was not clear, I believe that abortion should be kept legal, safe, available, and affordable, but the individual states need to have the power to make those legal decisions on their own, the federal government should not be making laws forcing it to be legal.",Republican
05/08/2024 6:25,05/08/2024 6:35,IP Address,69.251.219.101,100,578,TRUE,05/08/2024 6:35,R_734lHl8QRuxmdDb,,,,,39.494,-77.4608,anonymous,EN,I consent to my participation in the study,663922bf1ff7589784c76f51,2.098,104.064,136.223,5,It was about why congress and why it's hard to pass laws.,,,,,,3.361,411.624,412.676,23,"I think abortion should be legal everywhere in the United States. I don't believe that abortion is murder. Abortion can be lifesaving when pregnancies go wrong. I think any woman should be able to choose to have an abortion. I think it is sexist to control women's bodies by preventing them from getting abortions. I think many people have misconceptions about abortion that make them dislike abortion. By making abortion illegal, many women whose pregnancies have complications have been put in danger by losing access to healthcare.",Democract
05/08/2024 6:24,05/08/2024 6:35,IP Address,174.218.56.100,100,668,TRUE,05/08/2024 6:35,R_7qO12Y6RtQ5kD4n,,,,,32.3886,-86.1691,anonymous,EN,I consent to my participation in the study,66884d036c4d24aaba02c702,93.078,151.477,153.639,3,"It's explaining what congress is, what it does, and how it goes about passing new bills.",,,,,,2.684,284.664,421.063,8,"I think the supreme court made a mistake overturning Roe v. Wade. I think women should have the right to have control over their own bodies and do not need the government controlling them. I feel abortion should be between a woman and her doctor. Most women aren't wanting abortions for the fun of it, they are put in a really tough spot and have to make a huge decision. I also feel anyone that is anti-choice should be required to adopt at least one child, if they care so much about life.",Democract
05/08/2024 6:29,05/08/2024 6:36,IP Address,73.32.73.144,100,416,TRUE,05/08/2024 6:36,R_1oRQKqeEgL7EaIE,,,,,29.572,-95.54,anonymous,EN,I consent to my participation in the study,5c11f8202b16ba0001c8b764,,,,,,2.512,96.283,118.975,7,"This video was about hate-pushers online, how they encourage division and want people to focus on differences rather than similarities they share.",0.714,252.866,280.896,10,"Overall, my opinion on abortion is that it should be legal in all circumstances. I believe it is the pregnant person's choice to abort. I support the option of abortion regardless of the circumstances that led to the decision, as long as the pregnant person is aware of the process and the abortion is done in a safe way that does not hurt the pregnant person. When it comes to the legal status of abortion in the USA, I am still not one hundred percent sure if it is legal or not and in what states it is allowed. From what I have heard, it seems like some states allow abortions and others do not. I think all states should legalize abortions. My opinion on abortion has remained the same since I learned about it and it would be unlikely to change my mind on my stance. It is one of my set opinion",Democract
05/08/2024 6:31,05/08/2024 6:37,IP Address,68.132.210.65,100,311,TRUE,05/08/2024 6:37,R_7KihFY5m6om03rr,,,,,40.9163,-73.7898,anonymous,EN,I consent to my participation in the study,5e84f020507cd30b367b2624,3.385,93.386,109.397,3,Reasons behind gridlock in congress,,,,,,3.537,134.465,180.147,5,"Abortion should be available to women based on their own assessment of their personal situation, without politicians interfering and imposing their own views.  Until recently, this was fairly true throughout the country, and poll after poll show that a majority of Americans still feel that way.  However, well-organized opposition to a woman's right to choose has succeeded i  many abortion unvailable in many states, with even more restrictions continually being pushed.",Democract
05/08/2024 6:29,05/08/2024 6:37,IP Address,75.52.163.190,100,486,TRUE,05/08/2024 6:37,R_3J8BtIDwE3RKT2C,,,,,30.8319,-88.0944,anonymous,EN,I consent to my participation in the study,66941837775fe7cfb4ce0334,,,,,,1.213,111.656,147.128,21,There are certain people online who have the agenda of dividing people called hate pushers. ,4.763,209.737,302.901,10,I am against abortion in certain or most cases except in cases of incest or at the health of the mother. I would not be against abortion if it was done very early on im the pregnancy. This is a very difficult situation. I care about the life of the children. But I also care about the life of the mothers. I feel like if they do not want the children and they have waited past a certain point give them up for an adoption give them a chance at life. ,Republican
05/08/2024 6:32,05/08/2024 6:37,IP Address,107.180.173.70,100,303,TRUE,05/08/2024 6:37,R_6YJUsa9kxwwVYwo,,,,,41.4128,-81.5607,anonymous,EN,I consent to my participation in the study,6675f24bcb842d50b7d19724,87.469,87.469,113.265,1,About the political orientations,,,,,,114.266,146.654,147.247,5,"Abortion is legal in the United States, as established by the landmark Supreme Court case Roe v. Wade (1973). The ruling allows women to access abortion up to the point of fetal viability (around 24 weeks of pregnancy).
In 2022, the Supreme Court overturned Roe v. Wade with the Dobbs v. Jackson Women's Health Organization decision, allowing individual states to regulate or ban abortion. This has led to a patchwork of state laws, with some states protecting abortion access and others imposing restrictions or bans.


",Republican
05/08/2024 6:31,05/08/2024 6:37,IP Address,76.242.32.115,100,403,TRUE,05/08/2024 6:37,R_6q3qdOaYlMWclbc,,,,,30.3007,-81.4421,anonymous,EN,I consent to my participation in the study,66854dba287fdc346be76462,96.651,96.651,138.853,1,The video described how Congress was structured and why it is difficult for bills to be passed.,,,,,,3.834,77.378,211.743,2,"I am pro-choice, however, I believe that people should not just be able to get an abortion because they were dumb and did not take proper precautions.  I have a big problem with the laws being put in place lately as I do not think that anyone who becomes pregnant through rape or other awful traumatic experiences should be forced to have a child that came from those experiences.  We are then messing up both the mom and child by forcing that mom to relive a traumatizing experience over and over again.",Republican
05/08/2024 6:29,05/08/2024 6:38,IP Address,75.129.229.21,100,561,TRUE,05/08/2024 6:38,R_3mwXyOaQ1FwmrUB,,,,,39.1692,-91.8893,anonymous,EN,I consent to my participation in the study,663d35bf11aa8e5d914a0602,,,,,,5.211,100.227,127.809,4,"Basically, don't feed the trolls.",1.825,377.801,394.805,7,"I view abortion in all its forms and justifications to be murder.  There is just no argument for abortion that works.  A fetus is by all biological definitions a living human, part of, but also separate than, its mother.  Anything that ends that life is murder.  In the case of rape or incest, the baby is not the criminal, and should not incur the death penalty. I also believe it is vile of the Democratic party to make abortion such a mainstay of its platform.  Polling shows that most Americans, including most Democratic voters, do not support the platform's extreme views.  Currently, the legal status of abortion is in the hands of the states. ",Republican
05/08/2024 6:29,05/08/2024 6:39,IP Address,69.242.145.81,100,556,TRUE,05/08/2024 6:39,R_34zbO4QXlDmxbWx,,,,,39.0781,-94.4529,anonymous,EN,I consent to my participation in the study,651b075a8bfaebfd2f74e195,,,,,,102.597,268.391,278.947,5,It was about hate-pushers infiltrating media and social media with divisive messages intended to spread anger and arguments and how we can better recognize these attempts and do our best to focus on our similarities instead of our differences.,1.8,121.569,224.682,12," I think it should be legal.  I don't see any reason why anyone but the person getting the abortion should have any input whatsoever. There should be restrictions based on safety and development but aside from that, it's really nobody's business. The more the attempts to forbid safe abortions, the more unsafe abortions will take place and ultimately cause a myriad more problems than need be. It's absurd that this is even up for debate. ",Democract
05/08/2024 6:28,05/08/2024 6:39,IP Address,64.4.104.2,100,633,TRUE,05/08/2024 6:39,R_5j7GIdh9q2W9l1P,,,,,37.4032,-79.866,anonymous,EN,I consent to my participation in the study,66293e2f3732d69bb0690bfa,68.115,89.696,159.73,2,This video is about Congress. It explains that a system of checks and balances was set up to make passing bills difficult but not impossible. Having one party in each branch makes it more difficult. ,,,,,,3.409,379.899,428.177,7,"I feel very strongly about a woman's right to make decisions about her own body and whether or not to have a child. The government should not be able to dictate ""morality"" or Christian values and make these decisions for women. Having a child is a life-long commitment and shouldn't be taken lightly. If a woman (and her partner) are not ready to start a family, they should be able to make that decision- no questions asked. I had an unplanned pregnancy in my mid-30s and was shamed into keeping the baby. Although I love my son, it was not what I wanted for my life, and it has impacted me forever. Everyone who said they would be there for me is gone, and I am left as the sole parent to an adult child with autism. It makes me so sad that Roe v Wade was overturned, and I fear for future rights.",Democract
