StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent Form,prolific_id,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,comp_check_control,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,comp_check_inocul,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,text,chatGPT,politic
12/09/2024 14:51,12/09/2024 15:02,IP Address,73.174.217.220,100,643,TRUE,12/09/2024 15:02,R_6tKkCnj8i0xStAr,,,,,39.6009,-79.9383,anonymous,EN,I consent to my participation in the study,662a4bb855857c4ba3e62b77,,,,,,108.715,108.715,146.218,1,"The video is about hate pusher , who spread misinformation in social media ",15.053,428.915,430.716,31,Women should have full control on their decision regardless of different opinions. so i must support where we can have our abortion capability but not controlled by government.  it's our body we should be able to make our own decision for ourselves but not someone else make the decision for ourselves. in the last coup decades the abortion law has significantly changed where i feel like that we're loosing control over our body because of these obnoxious rules ,No,Democrat
12/09/2024 14:37,12/09/2024 15:02,IP Address,65.190.245.95,100,1519,TRUE,12/09/2024 15:03,R_3FtilY38n7wJ99z,,,,,36.0322,-79.8588,anonymous,EN,I consent to my participation in the study,66acfa7b4f1be1a84aaa0638,,,,,,16.86,183.128,234.232,6,The video tells me about the differences in beliefs between the left and right parties and how social media further divide us.,3.112,1158.561,1212.075,55,"I believe that abortion should be illegal unless it is medically necessary like if the pregnancy poses a threat to the woman's health and life, or if the baby poses severe complications that can result to very short lifespan. But overall, I consider abortion a murderer of new life. We do not have any right to take away their lives and people who do abortion for unjust cause should be penalized and face the consequences. Pregnancy is the result of our own actions and these babies are innocent.

In my own opinion, I believe that the government should illegalize abortion to all states and make very strict rules to limit killings and preserve life as much as possible.",No,Prefer not to answer
12/09/2024 14:58,12/09/2024 15:04,IP Address,184.18.21.85,100,350,TRUE,12/09/2024 15:04,R_5Gv3OGEgDJXWaOS,,,,,41.1371,-85.0637,anonymous,EN,I consent to my participation in the study,6654cf5076effabe847b5484,,,,,,1.438,101.769,121.532,4,Polar ends of politics and hate pushers on the internet ,4.5,4.5,200.69,1,"First, abortion is too general of a term and that is where the issues arise. Differnt terminology needs to be use for different circumstances (ie if there is a miscarriage). But choosing to terminate a pregnancy because it was an accident or because your baby may be born with a birth defect should absolutely never be allowed. If a life can’t be taken intentionally outside of the womb, why should life be taken inside the womb?",No,Republican
12/09/2024 14:56,12/09/2024 15:07,IP Address,185.124.63.193,100,628,TRUE,12/09/2024 15:07,R_7ykNDUNM0GU31qq,,,,,38.721,-75.0752,anonymous,EN,I consent to my participation in the study,66995a4299062bdfab892602,12.803,102.882,127.689,2,tax rate of increacee or degresee,,,,,,2.51,302.671,449.029,5,"usa is to be obtained to process of usa decribed the planning of working. and usage of our country.the usage of america is a country primsary north ameria . it is made up of states a federaal describe territtories. the usa between the federal government and indivual states. it is of thge  wortls largest countries by both land  the cioug from polilties from great britain and its  great brain  and its principle lad out in the u.s. countitution. would you like to know more about its history , government , culture or somethging words",Yes,Independent
12/09/2024 14:55,12/09/2024 15:08,IP Address,72.88.85.237,100,778,TRUE,12/09/2024 15:08,R_3SwazRzfhux9i7r,,,,,42.7863,-78.8295,anonymous,EN,I consent to my participation in the study,65118dc580d78d1a738a5280,100.642,100.642,110.786,1,politics,,,,,,0.425,474.715,494.03,14,"I feel that abortion should be illegal. I believe in birth control. What a woman does with her body is her choice, but as soon as that child is conceived, that choice is no longer about just her body. There is now another life to consider aside from just the Mother's body. The only time I feel abortion is justified is if the Mother's life is in grave danger resulting in possible death for the Mother or if the infants life will absolutely not be viable outside the womb. Aside from that, it is just a selfish,  self-indulgent and morally wrong behavior to end a life for one's convienence. ",No,Republican
12/09/2024 15:05,12/09/2024 15:08,IP Address,168.9.213.198,100,218,TRUE,12/09/2024 15:08,R_3Zmhl4hBjpEsWRj,,,,,34.0014,-84.0144,anonymous,EN,I consent to my participation in the study,62a89318448a8592fc88ee03,3.934,74.658,95.072,3,Laws are harder to pass due to a system that allows the government to block legislation ,,,,,,1.011,50.646,78.397,3,I think that it should be voted on and decided by women in a nationwide vote.  Men should not have say in this because we are the ones who carry babies for 9 months and form that connection with them.  I would respect the decision of the majority of women.  I think that abortion should be limited by us making it easier and less expensive for good families to adopt babies.  ,No,Democrat
12/09/2024 15:03,12/09/2024 15:09,IP Address,136.226.108.162,100,385,TRUE,12/09/2024 15:09,R_7FfRNSNsW2kyOkf,,,,,41.8874,-87.6318,anonymous,EN,I consent to my participation in the study,66b9f647e55bac667fcb460f,1.508,91.234,115.626,2,How our government pass polices with the involvement of the House and Senate.  ,,,,,,13.45,191.5,256.103,8,Abortion should be left up to the State to decide but not have a national ruling on the issue. The States should decide on how to handle abortion based on how the people of the State feel about the issue. This way everyone involved can have a say in how the abortion issue should be handled by either getting involved with their State leaders and/or voting on proposed legislation or voting on a person that represents their views on the issue. ,No,Republican
12/09/2024 14:59,12/09/2024 15:10,IP Address,192.180.216.211,100,659,TRUE,12/09/2024 15:10,R_6N7ROozvzHbuB5D,,,,,39.9418,-83.8357,anonymous,EN,I consent to my participation in the study,5dd340e3e25acf34bf91032e,93.166,166.552,181.98,6,The role of congress in making bills into law and the ability of either half of congress (senate or house)to roadblock the other half of congress.,,,,,,2.993,353.38,419.906,5,"Abortion is by many considered a right of free choice, but I believe the choice was made when two people consented to sex knowing the result might be a unique living being who feels pain while in the womb and should not be executed without an extreme reason. Those who consent have a responsibility to protect their unborn child from pain and death, whether that child is in the womb or not. To consider a just born premature baby as medical waste is a horrible view of life since every one of us at one time was in that helpless situation and relied on the compassion of others to be able to survive and grow into a person who was able to think and feel and enjoy life. What is the difference in executing a baby in the womb vs. one who is not in the womb? Nothing.",No,Independent
12/09/2024 14:49,12/09/2024 15:11,IP Address,174.230.145.4,100,1339,TRUE,12/09/2024 15:11,R_1dshrrVoNhphdkZ,,,,,35.049,-89.9519,anonymous,EN,I consent to my participation in the study,66a7cf371a1f88b04fe1e874,2.605,268.133,313.188,18,its about two groups who make laws know as the Senate and House of representatives,,,,,,239.819,830.767,834.866,7,"i think the legal status of abortion in the USA is a contentious issue for many people who oppose it.I think that it infringes on the right to life of the unborn child and i believe the legal protections should be extended to the fetus.I advocate for a stricter regulations and limitations on abortion procedures to protect the sanctity of life.I think that this perspective emphasize the moral and ethical consideration surround abortion,leading to a strong stance against its legality in the United States ",No,Republican
12/09/2024 15:07,12/09/2024 15:12,IP Address,24.45.112.172,100,298,TRUE,12/09/2024 15:12,R_6Ytzu49qOPdDZGS,,,,,41.0916,-74.3719,anonymous,EN,I consent to my participation in the study,6329bd3e699f53922a5da47c,,,,,,89.554,89.554,122.976,1,"The video was about how political divide is as evident as ever leading to attacks on political candidates, families being divided and lots of conflict on social media.",1.593,59.841,157.237,2,"I do not think abortion should be legal. It is not a means of birth control. People who are engaging in sexual activity should be careful, and use protection at all times. I had an unplanned pregnancy at the age of 24 and I now have a 7 year old. More sexual health courses should be made available to adolescents in schools. Doctors should also bring this up at well care visits for adolescents. Plenty can be done to protect from unwanted pregnancy. ",No,Republican
12/09/2024 15:08,12/09/2024 15:15,IP Address,67.181.217.233,100,384,TRUE,12/09/2024 15:15,R_7ye0nHS1xQF9pvz,,,,,38.6614,-121.2636,anonymous,EN,I consent to my participation in the study,5cbb9a4b96211700015d0e2b,,,,,,87.523,87.523,103.832,1,The video talks about people being manipulated through division and hatred.,2.38,194.368,248.151,14,"Currently in the United States, Roe v. Wade was overturned, and the decision of abortion is decided by each individual state. My view about this is that allowing the states to tailor their decisions about abortion based upon the population of each state is good as long as there are exceptions for no-fault abortions and extreme circumstances. In the future, the political landscape could bring back Roe v. Wade, but it is hard to tell what will happen as the upcoming election is hard to predict. It will be hard for everyone to agree on a single solution as there are a lot of different views about abortion.",No,Independent
12/09/2024 15:09,12/09/2024 15:15,IP Address,24.74.64.130,100,388,TRUE,12/09/2024 15:15,R_35XWuwrVORl1c2Z,,,,,35.4155,-80.6143,anonymous,EN,I consent to my participation in the study,66c5676be035dca4f0609672,3.386,97.261,136.765,3,House of representatives and the senate need to work together to accomplish goals,,,,,,3.546,148.121,189.333,4,Abortion should be up to the woman. Men should never have entitlement to ever try to tell a woman what she should do with her body. Republican white men have taken over this across the country to force women to carry a child to term even in rape cases which is wrong. Under no circumstances on this planet should any man ever be able to try to control a womans body.,No,Independent
12/09/2024 15:03,12/09/2024 15:16,IP Address,65.35.91.28,100,791,TRUE,12/09/2024 15:16,R_6XgMsLcwOxl1qgu,,,,,28.0143,-82.7446,anonymous,EN,I consent to my participation in the study,66149f93d6b5b14c9b240425,,,,,,91.268,309.414,332.402,7,"The ""hate pushers"" do their best to divide people by their differences and push content to get people riled up and upset instead of promoting values like peace and understanding to help foster a healthy democracy.",3.675,392.061,433.4,5,"Abortion is a complex topic that has been dividing America for a long time. I think abortion should be legal early on in the first trimester of a pregnancy or if the woman who is pregnant is facing a health crisis. Also, in extreme situations like rape and incest. Abortion is a very serious matter because it involves killing a baby and people should not take the topic so lightly. Of course a woman has the right to make decisions about her body, but we always need to care for our children as a society. If killing a baby becomes run of the mill or common, we will start to degrade as a society. Taking care of the most vulnerable is often seen as virtuous and often times abortion is a word thrown around without any consequence. Education needs to be a part of the process.",No,Republican
12/09/2024 15:09,12/09/2024 15:16,IP Address,24.59.186.223,100,419,TRUE,12/09/2024 15:16,R_6pojxqCM2Ri8kUs,,,,,43.0821,-75.6474,anonymous,EN,I consent to my participation in the study,5d344bd3b0f315001a122275,,,,,,93.916,138.564,142.846,2,The video was about how divided people are politically and why we should focus on our similarities and not our differences.,2.118,187.937,253.822,17,"I honestly don't think abortion should even be a political issue. I am against abortion in all cases. I think it might be better to have each individual state handle the laws on the issue and not the federal government. But since it is, I would always vote for the candidate that is against it. I don't look down upon people who support it or may have had an abortion done. ",No,Republican
12/09/2024 15:10,12/09/2024 15:16,IP Address,173.29.8.77,100,379,TRUE,12/09/2024 15:16,R_7OAEQ8zcwy3ThF7,,,,,29.7495,-84.8162,anonymous,EN,I consent to my participation in the study,5fb13091b87dfd5888f73e05,91.088,149.396,167.429,3,"That Congress is made up of two sides. Each side can say no to the other cancel a bill. If both says yes, the President still can veto it.",,,,,,2.296,57.499,182.141,5,"I feel abortion should only be legal in emergency situations. Such as incest, rape or medically necessary. I do not feel it is right to kill a baby. I feel it is morally wrong and against God's will. I do feel that doctor's were created by God and that their knowledge is from God and that there is exceptions to all things. And that is when the above would be put into place. But, to just go in and kill a baby is WRONG.",No,Republican
12/09/2024 15:09,12/09/2024 15:17,IP Address,68.224.111.189,100,464,TRUE,12/09/2024 15:17,R_7cqpVWEtzJ5FTAR,,,,,36.0586,-115.0803,anonymous,EN,I consent to my participation in the study,5e16bce18dffa0c6f76cda9b,85.201,119.811,120.63,2,The video was about Congress and how it works and why it sometimes does not work,,,,,,3.198,3.198,305.885,1,"I think that abortion should be illegal except in cases where the health of the mother is at stake or the child's will have a lifelong illness. Too many women are using abortion as a means of birth control and not taking it seriously enough to realize that this is an actual person. I do not understand why some people think it is what is happening to their bodies, it is what is happening to the potential babies bodies also. The baby is made at conception and life begins there therefore, the child has a right to life. There is a heartbeat and parts of the body are growing. To end this is murder and nothing less. Adoption could always be a legitimate answer for many situations. There are many couples who cannot have children that would be happy to have a newborn baby and this way the child   ",No,Republican
12/09/2024 15:11,12/09/2024 15:18,IP Address,104.49.6.8,100,438,TRUE,12/09/2024 15:18,R_5aKSA7nwUM9u1l2,,,,,34.3196,-77.9112,anonymous,EN,I consent to my participation in the study,66a805a98e4d72abef066eff,,,,,,91.604,123.788,124.664,3,The video was about hate pushers and what they do. They push content to keep us at each others throats insetead of united together. ,5.077,273.404,281.789,7,"Abortion is murder. Plain and simple. It says in the bible that ""Now the world of the Lord came to me saying, 'Before I formed you in the womb I knew you, and before you were born, I consecrated you; I appointed you a prophet to the nations"". Christ loves us all and I believe every human life matters even the fetus in the womb. There are certain situations that get a little sticky like if a birth is going to kill the mother that a C section can not fix then abortion may be necessary. Also if a YOUNG CHILD is raped and gets pregnant in certain situations I feel like it may be necessary. But as a whole abortion is wrong and it IS murder. If you make the choice to open your legs you need to be responsible for the consequences.                                           ",No,Republican
12/09/2024 15:07,12/09/2024 15:18,IP Address,172.56.169.235,100,664,TRUE,12/09/2024 15:18,R_1pPQktElCJ7GhfZ,,,,,38.6019,-121.5004,anonymous,EN,I consent to my participation in the study,5f8ac3760d1aa703601582ef,93.396,93.615,180.901,2,"It described, in a quick overview, just exactly what congress is, how it is designed, and why things are the way they are I just this day and age. ",,,,,,99.069,397.901,452.524,36,"I firmly believe that, in regards to abortion, women should retain the right to choose. After all, at the end of the day, it's not my body, it's not your body, it's *their* body that we are talking about. Using religious beliefs as a basis for telling someone what they can and cannot do is asinine and leaving the choice up to each individual state feels like this country has taken a step back, toward the dark ages. ",No,Independent
12/09/2024 15:13,12/09/2024 15:18,IP Address,50.125.87.14,100,320,TRUE,12/09/2024 15:18,R_3ICpLJWzqfzBfln,,,,,47.8022,-122.286,anonymous,EN,I consent to my participation in the study,5f66c49cd757302969acdb9c,,,,,,92.605,92.605,135.556,1,"focusing on similarities and not our differences, when you see something online that gets you angry",1.575,119.203,158.301,5,"I think abortions should be legal and in rare cases. I think it there should be at 15 week ban, as a six week ban is a little too soon, unless the risk of the mother or the child. But even then, there needs to be an understanding of what ""risk"" is, because I think a child with special needs shouldn't be considered a risk. I think the states should pass their own laws or have a law that is passed through congress. ",No,Independent
12/09/2024 15:08,12/09/2024 15:18,IP Address,96.33.27.132,100,638,TRUE,12/09/2024 15:18,R_3E3NRvbWUxTGgQC,,,,,36.334,-82.3439,anonymous,EN,I consent to my participation in the study,66d3ca25803cec43c2a0afc0,94.628,94.628,123.705,1,the basics of how congress works in the us government and how it can be difficult to get a bill passed,,,,,,2.836,2.836,435.766,1,"I consider myself pro-life. I also think that abortion should be permitted in cases of risk to the mother's physical health such as ectopic pregnancy. To me that is not an ""abortion"" that is health care to prevent the death of both the mother and the baby. I do not support abortion in cases of it is a bad time for kids right now, etc. I consider a baby to have its own rights at the moment of conception. Some states in the us are draconian in their enforcement of abortion laws such as making no medical exception. Others are far too lose in their interpretation such as allowing abortion into the 9th month. I feel that there is a balance to be struck between the pro life side and the pro choice side. Even allowing for rape and incest, that still leaves 95-98% of abortions to try find balance ",No,Republican
12/09/2024 15:12,12/09/2024 15:19,IP Address,68.39.26.183,100,400,TRUE,12/09/2024 15:19,R_5i87rUiW9nzRGNc,,,,,41.107,-85.0663,anonymous,EN,I consent to my participation in the study,6680452004dea60c1f984bba,3.223,119.824,142.202,8,The stories the news tells us about congress. ,,,,,,3.157,146.441,208.899,6,"I dont think it should be legal unless there is a life or death threat to the mom carrying the baby. I think the laws should be left up to each state to decide. I dont think abortion should be legal after 6 weeks, unless like stated above, the mother had something life threating going on. I find it highly immoral to have one done normally because you cant be careful enough not to have an unwanted pregnancy.  ",No,Republican
12/09/2024 15:17,12/09/2024 15:22,IP Address,75.109.16.51,100,350,TRUE,12/09/2024 15:22,R_1q8h8F3Pgie0CR4,,,,,37.8117,-80.4434,anonymous,EN,I consent to my participation in the study,66294820094a5ca5b9083534,138.674,138.674,158.464,1,How bills can be passed and the process to do so.,,,,,,2.61,163.34,167.122,3,My personal belief is that abortion should not be legal. My views have changed throughout my life. I now realize that life is so precious and each life so very important. I understand that some pregnancies are unwanted but adoption is a wonderful alternative. If there is a case of the mothers life at stake that is a bit of a gray area. I myself would carry out the pregnancy and hope for the best for us both. I do belief life begins at conception and a fetus is a living baby.,No,Republican
12/09/2024 15:12,12/09/2024 15:22,IP Address,162.202.204.99,100,602,TRUE,12/09/2024 15:22,R_5rpWsWbHMMQQ5BC,,,,,30.1746,-97.8203,anonymous,EN,I consent to my participation in the study,66cb244951abdf73420673a8,13.4,96.078,189.942,2,"The video was about the process of passing a bill and which parties are involved.  The bill has to be approved by both the House of Representative and the Senate, but then can be vetoed by the president.  The process makes it difficult to pass a new law which was its intent since it impacts so many people.",,,,,,1.226,159.536,379.47,2,"I have slightly conservative views and come from a Christian background so I value all life.  We all have the right to live including the unborn.  I know there is a lot of gray between what is considered the start of life, but to me conception is where it all begins.  Being pro choice seems very selfish to me because it totally disregards the other being involved in the process who doesn't have the ability to speak for themselves.  I believe abortion creates a lack of responsibility when it comes to safe sex and responsible sex.  The decision to have unwanted pregnancies should happen before conception.  I understand there are exceptions like rape which I believe should be the only exception, so I am in agreement with the reversal of Roe v Wad and that abortion should be continued illegal.",No,Independent
12/09/2024 15:18,12/09/2024 15:22,IP Address,71.230.116.92,100,250,TRUE,12/09/2024 15:22,R_5dzmOh1RkCLvw53,,,,,39.934,-75.16,anonymous,EN,I consent to my participation in the study,6630dd028d96032f34c66827,91.042,91.042,130.33,1,The video was about how the Congress and Senate work and how gridlock was an intentional design by the Founding Fathers to prevent changes from being made too quickly,,,,,,0.981,0.981,100.423,1,"Abortion isn't really a particularly important topic to me. While I think it's morally reprehensible and an affront to God, I also don't think a lot of the people in favor of abortion should be having children anyway. I think current arrangement, where it's left up to each individual state to legislate, is a good solution. The US is too large and too politically diverse to have a one-size-fits-all solution to a topic as divisive as abortion.",No,Republican
12/09/2024 15:16,12/09/2024 15:23,IP Address,173.168.65.227,100,393,TRUE,12/09/2024 15:23,R_1sjNtTNXT7ufVDX,,,,,27.935,-82.3772,anonymous,EN,I consent to my participation in the study,66c13cc0c9ba487034df285c,,,,,,128.204,128.204,217.346,1,"People being divided and not agreeing on anything and the people that want to disrupt democracy for us to ignore what we see that is similar and how they push us to attack each other, especially on social media. stereotyping and attacking people with online content to divide us and how we should ignore the hate content online and focus on what we all have in common",2.979,127.122,129.3,3,I am a christian so i do not believe in abortion at all under any circumstance I believe that life is life and we do not have the right to take it in any instance. that is only for God to choose who dies not us. as far as the legal staus I don't think anyone will ever agree since we are supposed to separate church and state even though if you ever go to court on the stand they make you put your hand on the Bible and swear to tell the truth which makes no sense but in reality it still remains factual IN THE BIBLE we are not permitted to take ANY LIFE for any reason,No,Independent
12/09/2024 15:18,12/09/2024 15:23,IP Address,24.243.127.123,100,271,TRUE,12/09/2024 15:23,R_5M2QskTyg0hlgwF,,,,,26.2805,-98.4474,anonymous,EN,I consent to my participation in the study,5a233c5d7413810001521d8f,106.397,106.397,113.729,1,Congress and the role it plays,,,,,,10.356,81.773,141.795,3,"Democrats always said it should be safe legal and rare, but they no longer believe that.  The only time an abortion should be allowed are in the cases of rape or incest or if the life of the mother is in danger.  Other than that, it is just MURDER. It is shocking they are fighting to support later term abortions.  They are insane with what they are saying.  It is actually kind of funny to see so many of the women supporting this DO NOT have children.  So, they really should not be talking about it at all. ",No,Republican
12/09/2024 14:51,12/09/2024 15:25,IP Address,24.191.58.210,100,2065,TRUE,12/09/2024 15:25,R_1dqMUMtczu3lSOl,,,,,40.6764,-73.8753,anonymous,EN,I consent to my participation in the study,66882270151cacf387e98f9f,,,,,,3.389,101.016,107.085,3,amazing message,184.34,1840.275,1855.8,69,"abortion is a highly debated and sensitive topic in USA and around the world, the legal status of abortion in USA by supreme court which legalized abortion nationwide. the debate is still going on whether it should be legal or not legal, my personal views I don't support abortion, abortion should be banned, reason I believe in pro life, the rights of the unborn child we should protect, as long as abortion remains legal, the decision will encourage people to be irresponsible",No,Republican
12/09/2024 15:19,12/09/2024 15:26,IP Address,104.129.204.104,100,446,TRUE,12/09/2024 15:26,R_1NR0fDjHhAwivTj,,,,,33.7485,-84.3871,anonymous,EN,I consent to my participation in the study,611ff6cc935b6de3fff0b896,,,,,,95.033,95.033,124.092,1,Not to let political difference get between us and focus on our similarities. ,0.975,270.95,291.718,10,I believe abortion is wrong and should be illegal. There is no justification for killing a baby even if it is a fetus. I am sad about the legal status of abortion and that people are so ready to support it. People you support abortion do not know all the facts and the tole it takes on a woman. Taking a child's life for convivence should not be legal. Even though I lean liberal this is one thing I do not agree with that abortion should be legal in the USA.,No,Democrat
