"ResponseId","affective_pol","stance_pls","TOXICITY","NUANCE_EXPERIMENTAL","REASONING_EXPERIMENTAL","RESPECT_EXPERIMENTAL"
"R_3RIBbnACMrk8R4B",0.5131942545597905,-0.4356271212046691,0.16245349,0.844514,0.8391525,0.7922341
"R_6LcBwgUuIB5figX",0.5061677260780452,-0.40656729517260315,0.07291982,0.89834946,0.82875586,0.7487325
"R_32wIDDmJ7G4obbX",0.5398035149718056,-0.3318718923996412,0.09611836,0.85981894,0.90794706,0.84598416
"R_3v7gDwjXarUSwLn",0.5419334223963209,-0.3291238848850112,0.147767,0.83852386,0.8099247,0.7171226
"R_3maRsWlyHAKLCGB",0.5318221801738314,-0.41023441903695174,0.3266089,0.73083246,0.6721783,0.22576377
"R_7UoScqz7Is2fStb",0.5311633450177533,-0.3942937965054523,0.055274166,0.8629951,0.9107895,0.8596509
"R_734lHl8QRuxmdDb",0.565729130126327,-0.44582069316054096,0.19939905,0.7990353,0.8708807,0.7998597
"R_7qO12Y6RtQ5kD4n",0.5484049544692685,-0.4692594258395815,0.036162965,0.7374929,0.78211075,0.72993743
"R_1oRQKqeEgL7EaIE",0.5254217123208831,-0.3772799138722719,0.0969861,0.85981894,0.8240899,0.758506
"R_7KihFY5m6om03rr",0.5533415649434639,-0.38911292737998393,0.0466155,0.7118716,0.80155075,0.63947254
"R_3J8BtIDwE3RKT2C",0.51681053298113,-0.41198973707097963,0.10696511,0.7975803,0.7784225,0.8296525
"R_6YJUsa9kxwwVYwo",0.5192513988414512,-0.545626681976547,0.041172907,0.653951,0.7024388,0.47621834
"R_6q3qdOaYlMWclbc",0.5603531152374139,-0.4428238803805972,0.41690505,0.7151506,0.71028215,0.7282416
"R_3mwXyOaQ1FwmrUB",0.5545206041544625,-0.2864544531734889,0.2648175,0.80884194,0.7272608,0.71109957
"R_34zbO4QXlDmxbWx",0.5706432139069124,-0.3637783498196293,0.11357342,0.6154513,0.7710025,0.5762704
"R_5j7GIdh9q2W9l1P",0.5262750732067984,-0.4387732226895698,0.09741997,0.8645769,0.862487,0.8614016
"R_65ZnatwZ5Xcmerm",0.5396923254264975,-0.39684176816155553,0.11912931,0.8248555,0.7784225,0.67208445000000006
"R_1PJLHGTPnA5MOSB",0.5284978004256842,-0.39055901351356487,0.08004235,0.76405454,0.72444373,0.77879584
"R_1C2eYOavymE3Ql3",0.5604812667853775,-0.4984564857065278,0.045378547,0.8731958,0.8708807,0.67838573
"R_7yI6wqXrUbxn4kN",0.5337728954658105,-0.4048628875629678,0.051068526,0.8179022,0.8217459,0.86915433
"R_6rBYAUJvB5bxHad",0.5383060519935227,-0.3543060370555634,0.09655223,0.87474716,0.87308127,0.63488114
"R_7jUPmiTM6EDnHlk",0.48110563227373515,-0.3320558191667057,0.0665887,0.9051009,0.8961959,0.7038609
"R_7a8kquTH3LDdTqz",0.5343699813739992,-0.3624828124445411,0.09785384,0.82819074,0.84940207,0.6689435
"R_6WPwEcAz1aE8I4F",0.5283715702575457,-0.39786651528169276,0.10783285,0.88897485,0.90312505,0.871059
"R_3JaejSYRLbhfocc",0.542887107791434,-0.35458082061083984,0.2191003,0.78975904,0.78700876,0.67208445000000006
"R_3zjazJCaSoPrP2w",0.5563209712797713,-0.35421632415127685,0.37751234,0.6447735,0.747006,0.4893925
"R_3xRYW0oUGqJyldn",0.5416521574311254,-0.4262933282678299,0.104795754,0.84559846,0.8545592,0.6272686
"R_6AnzTfUkWxMOPF7",0.5677860837665507,-0.376737933541338,0.04166769,0.8360621,0.85525835,0.64870656
"R_3mW2TAAaLZNWizK",0.5393134369917552,-0.4214947175605773,0.25462922,0.7543118,0.7457078,0.6689435
"R_12aSsrXYoAz3bQl",0.5051729528976149,-0.26262612692237824,0.044141594,0.790305,0.8299177,0.4871909
"R_31sbk1DaEVMrRfj",0.5361369883911478,-0.3494574666397235,0.11171334,0.88039243,0.9217755,0.76081395
"R_1rPRtKTK82HoEFY",0.5481484525825241,-0.3348816526418043,0.13041082,0.86273116,0.89112014,0.84962595
"R_5IbC0s8LJk2Mywg",0.5711321583166207,-0.38095007775079104,0.2524482,0.71988946,0.69814664,0.44598937
"R_6KsgBG0Z3Naof2s",0.544631812606908,-0.44778025380540903,0.0665887,0.72536004,0.73777723,0.89940435
"R_7kSSD1wPf05kfo2",0.5216582778164515,-0.39311795110273584,0.050078966,0.5579757,0.60512275,0.27199435
"R_6PpzQrqFPhkQodH",0.5216782996808341,-0.4991307054422169,0.09872158,0.6849934,0.7131252,0.6595649
"R_6mQn3ibF5ByDymG",0.5493959238526216,-0.39859150792387565,0.19409354,0.82188284,0.8573484,0.7764668
"R_7vVp66VZx5KzLJ7",0.5672333090491596,-0.3292946696098209,0.2359567,0.760359,0.78211075,0.71109957
"R_68o3bR0lMMVi1NL",0.5655615467167223,-0.3901434179619297,0.17285149,0.87163955,0.894178,0.78959906
"R_6Ehjh4oLsS6JBuz",0.5312543153347994,-0.46343429874509073,0.11036996,0.790305,0.7457078,0.329258
"R_7a8rRGH44Ri0Jrv",0.5413617447428575,-0.41568283447515686,0.11171334,0.85795784,0.86135083,0.714869
"R_4PXge8AP9MgvVIC",0.5124012608633906,-0.37255628620684483,0.077668175,0.6990629,0.6495624,0.83113265
"R_7vZkn1FvmNchXpC",0.537075501587355,-0.39286216656123457,0.11316007,0.90222394,0.8573484,0.83799946
"R_1wyllEtmAkodwKc",0.4794557494674623,-0.32614696574059204,0.049336795,0.85422,0.90794706,0.6673759
"R_3PY2op0dKYB3VjH",0.5301553833903772,-0.3767458375874763,0.1991664,0.800853,0.7202086,0.8543422
"R_5GHXwSWDrevHAAq",0.5307897850463986,-0.34461056687894753,0.11161,0.8664169,0.8664323,0.60115284
"R_34GmY1pMzodXpCx",0.4939071196874395,-0.3871593609437821,0.11057663,0.6646001,0.6765297,0.7395898
"R_70ljEmcSE6oSPfj",0.5127578157206832,-0.42145658516483914,0.057748068,0.83524007,0.8573484,0.8424568
"R_5LS6RwKiqkckKhg",0.5583182580232071,-0.4201534649503866,0.23343207,0.3876362,0.39161235,0.21677895
"R_1ASCUWzXQesmovi",0.5159475520044768,-0.4619944013164061,0.08874765,0.18554118,0.30641842,0.7118687
"R_307WKAqlLP4fJFn",0.5703288933923534,-0.39187550794208875,0.31963667,0.84261227,0.82525903,0.5992224
"R_7P0zvwdYctRxda8",0.5789265996544462,-0.39636377694876485,0.15932569,0.79939884,0.85804266,0.67051303
"R_745J2KNIj8Ro0zH",0.5279302310997722,-0.45959863026727177,0.15656179,0.9007764,0.895189,0.8745082
"R_1wn10qCvTQylxoU",0.548504293739193,-0.4069053329983298,0.04760506,0.8809021,0.86078155,0.8274328
"R_3Ra91c879xZJ5AO",0.5585961561159679,-0.3347030866464626,0.21642438,0.78465986,0.7109935,0.80426913
"R_6DBX4NUfVYbwSJL",0.5266799789474241,-0.48648269379343406,0.053295042,0.8263722,0.813489,0.7729774
"R_5nVC7UlLlfhBDvE",0.5172844723109872,-0.4062493251493445,0.09481675,0.7859349,0.7857864,0.68471515
"R_5DPT61poG9hYEmd",0.5459536423652956,-0.400643311807835,0.11440011,0.7078658,0.793096,0.44598937
"R_3dv7nNcpLXRSRj7",0.5266172663195234,-0.3404962690793188,0.09351514,0.7859349,0.74959785,0.6456206
"R_7FQSVFr7dCWbo9E",0.4994833982923851,-0.45080340153505555,0.09655223,0.7546769,0.6823177,0.7223943
"R_50ZOVOdrWF3mmK9",0.5534703585724645,-0.3413787747499224,0.08479069,0.90222394,0.9181816,0.76023656
"R_5jCKka22DRkUMls",0.4997066716579708,-0.41953575165377943,0.14950264,0.53119516,0.46198103,0.66580975
"R_3GlJVlEN3bqZkNv",0.5087802930610767,-0.48247032010528135,0.37073207,0.6762458,0.6256559,0.5705969
"R_6koT8N2pMh7A6Ix",0.56284340094424,-0.3830250472520711,0.18079062,0.76569766,0.752185,0.44598937
"R_3DYZGg2UNxLV2QC",0.5200375142160584,-0.31331213958609927,0.33255672,0.7837487,0.7647786,0.6272686
"R_17Qw5qnGboqdOAp",0.5284136939795678,-0.35776335126836295,0.24763705,0.84776324,0.8880243,0.66580975
"R_3J174VUAK1CgVPj",0.5033680330097806,-0.3639521323109924,0.043646812,0.83770406,0.8838378,0.8712319
"R_50UarDwuDKbjyYE",0.5015848861339725,-0.40170581982436665,0.030388435,0.83578813,0.90214795,0.8515945
"R_6QXzgzWd0dTlVsS",0.5570928244038549,-0.36002671454186325,0.077668175,0.8534161,0.8619196,0.70546687
"R_7CBBnIHBMBmBdqQ",0.518156770126883,-0.27745461332764504,0.2854903,0.87423044,0.88593894,0.75792956
"R_67UyRz4I281broe",0.5162962184382435,-0.43545444307990266,0.11181668,0.8341429,0.75089234,0.7625468
"R_723cBz7j0HywdJT",0.5198285767551867,-0.478263834302723,0.085582085,0.8420681,0.87308127,0.7407298
"R_7xY1GDv873i2cPs",0.5761563359185009,-0.33806592551992176,0.113263406,0.75816846,0.7784225,0.7430121
"R_65tGjgoPAwczIjw",0.5150903324249622,-0.353967753383493,0.071337044,0.84369946,0.87417555,0.62423664
"R_7IFWyaGfHk69O4Y",0.5207987399290314,-0.41183329356241116,0.06579731,0.8552901,0.871983,0.8424959
"R_6GngKmws4XPPIrv",0.563568936786429,-0.41299846118928235,0.16158698,0.6684792,0.85525835,0.55187017
"R_1xyHE8ir3SJScfv",0.5445807244377878,-0.3205653170331663,0.25084448,0.67721736,0.66927224,0.5279652
"R_32lVO4AUhFGJy8l",0.526989409918921,-0.3345236663068803,0.039935954,0.84234023,0.84827054,0.73503906
"R_5Iz4BjBmQHMCAp8",0.513135040775383,-0.397858940404183,0.11357342,0.5057324,0.59178674,0.6225339
"R_6Z2USdESv8dRPMZ",0.5318987816256672,-0.3594692185694939,0.054779384,0.7731759,0.7784225,0.72013307
"R_73dHRiUjPa3P7Zn",0.5437790471964172,-0.286122722271557,0.12520397,0.7160616,0.7672726,0.74015975
"R_5la0NfAV6MlNavv",0.5326638449398491,-0.38025330993576345,0.11440011,0.8240964,0.7882295,0.75735354
"R_6v21F0fPX5EonTp",0.5288293761612648,-0.3271726199575926,0.08637348,0.85635835,0.8991911,0.8646327
"R_6CU3Xd8YqV37l5I",0.5736762792911774,-0.376873580657211,0.10870059,0.8240964,0.7771887,0.63488114
"R_3WBXxwUJd7rnwtQ",0.509764546776481,-0.38320609958290086,0.049336795,0.68353766,0.81585705,0.76081395
"R_8egcfTG1odRjV85",0.5809886478136544,-0.3915822856535185,0.08320791,0.76341575,0.7647786,0.7430121
"R_7aQtoP8NqdzvXWr",0.5079481088723605,-0.38532657929178915,0.085582085,0.7939442,0.74959785,0.74130005
"R_15TT0rU3oJ6QxnT",0.5624933220837942,-0.3814657654420929,0.16245349,0.87371343,0.8448651,0.84915286
"R_1rde5U1FaqxurBe",0.548148547444701,-0.4363796165315021,0.040925518,0.6660545,0.813489,0.8585115
"R_3RxVs1TFFkreg5V",0.5379429616734226,-0.37285691637918283,0.14256015,0.8289477,0.70386696,0.658008
"R_10xcyytYZVckufT",0.5330835151346863,-0.46538817503746327,0.04166769,0.8297043,0.87417555,0.62878764
"R_3lhdzl5wEeO7gFX",0.5402783593035273,-0.31073904874194463,0.067380086,0.83167064,0.8087333,0.8564062
"R_2VnPxZSzJU1rmhz",0.5607320167281282,-0.4267977679422732,0.055768944,0.8450565,0.86755043,0.53526586
"R_1t3Y1kTZrdSxmsf",0.598327673295643,-0.31915447115431655,0.3047732,0.75839674,0.5703053,0.31002498
"R_11LSTKMc4ny2XZI",0.5643463305370511,-0.36006139617927313,0.07845957,0.9027052,0.92617273,0.8300964
"R_12EJYx5oZBJYvUU",0.52568458762636,-0.46167009563260236,0.03062413,0.710961,0.8170386,0.8505608
"R_1uJVhryVLzCBPaO",0.5436599591014512,-0.34089660839406566,0.10696511,0.8879743,0.8890605,0.8489439
"R_1GdAEzPGNIgQhiR",0.5437096930816098,-0.37401896670600354,0.091913216,0.8379774,0.8708807,0.79868495
"R_1LLoZh1NjqWsD9O",0.5431228023726344,-0.38325766292720914,0.071337044,0.77281123,0.8368549,0.74930567
"R_5pG9Ky0u7hldYi0",0.5119773210294705,-0.40857926883155365,0.20312156,0.85609144,0.86011815,0.7316351
"R_6Ipi7nmmBSWmMbb",0.505385291597666,-0.3678942025202926,0.08241652,0.77791756,0.7833373,0.7430121
"R_58zIH4GsMXAxzUi",0.542340060679343,-0.3900306629393649,0.30514878,0.84965235,0.630873,0.52433395
"R_1BBaEv9ecIUdyuJ",0.5224820921285501,-0.4084912989721106,0.05304765,0.8222446,0.8229188,0.7677549
"R_6D8FX01BBhlPQbz",0.5303449368620157,-0.364429729536676,0.061444655,0.9181792,0.895189,0.63030756
"R_5g5Ehe2if0p7VXa",0.5236890920836798,-0.3696429436767326,0.15324512,0.85261124,0.80515003,0.8436302
"R_3EAft9UVktmKTin",0.5362250964757492,-0.45498511352612897,0.11388343,0.78557056,0.85873574,0.8336495
"R_5hHbY9EP0FV22wR",0.49916122381474437,-0.4599218643041552,0.03781283,0.73366153,0.7845626,0.5049093
"R_5jwEDOAFTjEiruz",0.5204413777909764,-0.3395803472127927,0.1140901,0.81391835,0.71028215,0.41568857
"R_3e8MyIEyTjCfWMS",0.5334041627526539,-0.37445485603385864,0.13214645,0.7381318,0.813489,0.70868313
"R_5GE8wI4JZdBklhD",0.5209701999442855,-0.3340040141267561,0.06817148,0.86536616,0.92088336,0.8572839
"R_5KUtBYSFz1IxFcJ",0.5032161999326461,-0.4518294445251658,0.018095128,0.84097904,0.87417555,0.7613913
"R_7GH9dHxCzHFE3FX",0.5352635655125919,-0.37889739597185956,0.31825066,0.27167952,0.2920753,0.45454627
"R_1CBVlQgToKO0QQF",0.5316433138008403,-0.48938601657711117,0.3286776,0.62600034,0.69024837000000006,0.67523175
"R_740ONFG5wvRux66",0.5459431152088571,-0.4078680735542963,0.2855005,0.85635835,0.79430854,0.63182990000000006
"R_73qog7Plnl59B5v",0.5482673064104703,-0.36987365957993,0.14256015,0.8341429,0.7784225,0.775303
"R_7Z49OU5xsBQ7Q7D",0.562884935232316,-0.39785184516687344,0.2312681,0.84695214,0.8039515,0.6564528
"R_6IDTcVxlg4rTKQx",0.5686079943402845,-0.3678255638956672,0.18174082,0.84722257,0.8880243,0.72465837
"R_7ESuIGczpxrHk7J",0.5580760611126322,-0.3848343473123949,0.15711457,0.8330448,0.706008,0.79956603
"R_3Cj8e6wWd3xV5uz",0.5492455200591505,-0.3810458145932231,0.27750343,0.8603496,0.84600186,0.7316351
"R_6wcSpRU77GsnQMp",0.5270566939642681,-0.35331632407125546,0.051810697,0.8207975,0.8516601,0.76023656
"R_3IB2kvIVsLjtiFq",0.6289395084058332,-0.4198255146794134,0.1269396,0.4292678,0.48986906,0.30524352
"R_71bIFBA0ADpji4G",0.559701876735228,-0.44963595137715673,0.07291982,0.49563363,0.624451,0.73617536
"R_3iBTLhW2h3FUvFC",0.5491684391176206,-0.38194636303393925,0.03639866,0.838797,0.8653101,0.80662346
"R_6AF0F5jpvXxnhzF",0.5478553527496497,-0.49186077765394537,0.07845957,0.73001146,0.6808723,0.7983914
"R_1wmJbCBuJfCkOLn",0.5728983196752927,-0.2746203503633789,0.0438942,0.85822403,0.8531582,0.5426158
"R_39oAQ7rs3z0sek1",0.5795899667402812,-0.3590890093694705,0.23090743,0.81717837,0.7166711,0.7677549
"R_7mfqALjcDOJXk9F",0.5247948228866435,-0.3461139159540511,0.18174082,0.85422,0.8752654,0.75332457
"R_1frl0JrcPhd0biL",0.5681447587235762,-0.35531802614733654,0.18744208,0.8576914,0.83570313,0.6154304
"R_3GfBl70ZhxobYYg",0.5998997892890368,-0.3645227283689142,0.19124292,0.7222596,0.7759547,0.7094882
"R_1GZdMJjiJ75FYOt",0.5858730843861261,-0.4813551252208338,0.03545588,0.85742503,0.8708807,0.8471536
"R_6WmBL0D0knlSKNX",0.5314694069619013,-0.4415039372342078,0.14950264,0.8297043,0.74310714,0.79282
"R_7diEpEkECwNMrt0",0.5480686902148874,-0.5157992756003563,0.02035702,0.65346754,0.71454453,0.5071406
"R_3mWpC4SSaIowyxW",0.5217646599212741,-0.43734039436661326,0.036162965,0.8450565,0.8653101,0.68948036
"R_6fdrIDdo33LINA5",0.5511181160057547,-0.42302155202617614,0.1269396,0.72846097,0.81111443,0.7094882
"R_1Nzi8cZ4JjP1tOr",0.556428218984749,-0.41790080410322283,0.11305673,0.87680775,0.83800477,0.73447114
"R_6LYEbLuXs2Ucwe4",0.5305880809771328,-0.3847943608694722,0.031213367,0.75899005,0.8368549,0.68471515
"R_5fdSgTisKbwMCAm",0.5017167256072109,-0.2904668048753412,0.031684756,0.6457388,0.5172199,0.22126094
"R_5asRINDsI1snKJb",0.48947576268401405,-0.2927976040063524,0.3266089,0.6125806,0.62485266,0.59729445
"R_62fk9yAUU22sZop",0.5315997971606609,-0.3571186613360447,0.071337044,0.78083444,0.8299177,0.7521752
"R_7nb8NXjmwMmPM09",0.5146455424810656,-0.44596253668112157,0.10870059,0.7463361,0.71454453,0.72541374
"R_3BsTvclwUbXNP2v",0.5539181159592187,-0.4012320021855585,0.048594624,0.7645107,0.83223706,0.85275966
"R_6VpSVouYmzs7Yea",0.4951481544251279,-0.35679892846321964,0.1100022,0.8674655,0.9379272,0.7834606
"R_7BDZ38wWM8TVE9r",0.5249970421160047,-0.37886672196783916,0.10783285,0.9093676,0.8817194,0.8510669
"R_5QPXCMW7ooNsV8d",0.5264041229496843,-0.42987408815230926,0.11739369,0.74960226,0.7833373,0.76891404
"R_5fvM3HJBQ2PrR8u",0.5282826813633151,-0.4089437370853569,0.056758508,0.66072446,0.5162798,0.75332457
"R_1G2OyqBwmhMMNxO",0.5432473794141682,-0.37421903364607717,0.17458448,0.8534161,0.8345497,0.45454627
"R_5FEXm0H4LxmTkNr",0.5347409762574207,-0.36682329183882373,0.18649188,0.8077535,0.813489,0.6456206
"R_1jxyShTDX83iaqZ",0.5580323040516787,-0.4260327301738529,0.15435068,0.71770227,0.7131252,0.63030756
"R_5thdwZYuYk5ywpj",0.5284221987375545,-0.32775962985728496,0.083999306,0.8973742,0.894178,0.82861656
"R_3Gm0BswW2xcJlGF",0.5444460401547143,-0.32857899782917693,0.09741997,0.7721729,0.8425847,0.7487325
"R_1P6C7rslomTdOAx",0.5452063303982477,-0.33699004129073173,0.11161,0.86798906,0.8848906,0.6974527
"R_3TkZlTez0uq66lP",0.5298450308066898,-0.430984060129623,0.083999306,0.8721589,0.8566528,0.73447114
"R_6D6jY4VBkyuYvKC",0.5701293807921893,-0.3522216164533592,0.24924077,0.60875714,0.46031997,0.5207141
"R_1V9AK8imtH972Ct",0.5107312314287973,-0.3380214520330296,0.11202335,0.8909686,0.8763513,0.73503906
"R_1RDeujItqxIVh1T",0.5366447316060662,-0.42534274665756217,0.04067813,0.79576266,0.802752,0.6456206
"R_5rUHcA7qyv0YEZ1",0.5140071841168657,-0.26169381927705276,0.039226998,0.68353766,0.6736296,0.81310624
"R_6Q9HsLLbo45FjEi",0.5310116171433816,-0.3555342783377575,0.25462922,0.7060458,0.68448377,0.6257517
"R_6BML9IOmmi0rWhz",0.5218140711456063,-0.40902547589000554,0.2540519,0.8949238,0.9190862,0.7980979
"R_8Wvw7cTlGTHBmW2",0.49862309396095916,-0.4953187276503734,0.019728716,0.6125806,0.58814347,0.5857847
"R_1FffL6atisKitze",0.5280744021741222,-0.40770221845469,0.067380086,0.5939429,0.7572618,0.75735354
"R_38Yfq4BIYriFoDn",0.5335469324778691,-0.35110356166204976,0.034984488,0.83043253,0.72444373,0.8225541
"R_6rcQXDqRvzg8EWt",0.5344136216952072,-0.3818742177937424,0.3389984,0.31493807,0.32860988,0.45884904
"R_7CjSst0KKKRvyZH",0.5177440831635794,-0.34750786095035496,0.1269396,0.771808,0.6736296,0.56494874
"R_7zZ7OAB5LkMO58k",0.5328806399264457,-0.4309616118428158,0.11171334,0.8044863,0.7647786,0.5500138
"R_7fdGxn2CbA3XhRa",0.514999613981657,-0.4405486671807166,0.15490346,0.8207975,0.800348,0.7339037
"R_6EaeETo71uSXZ8T",0.5495472379971681,-0.3770679028064549,0.28312725,0.8839479,0.8848906,0.8016227
"R_6BmrybvSlHI0dDa",0.5186956598993746,-0.31034968718361,0.15048122,0.7859349,0.7697606,0.5049093
"R_6UXgpA6tV3TGJCP",0.5263725354060715,-0.29112540004382204,0.11450345,0.71150726,0.7483027,0.67838573
"R_6PUdPWhnyfyKhXI",0.537387423923828,-0.3198865299473481,0.032391842,0.7646931,0.6063329,0.65025157
"R_778qI2uK0Syyx2h",0.5334216169843565,-0.38997568180836373,0.31686464,0.8518054,0.8880243,0.49380696
"R_7Gk6G1YkfZhBnGb",0.5592746783603354,-0.4082124145841202,0.05131592,0.847493,0.8890605,0.8116321
"R_5dshd49dwWALtpO",0.5835906893987959,-0.4105534645427901,0.1991664,0.7486901,0.7307748,0.75735354
"R_63WTmHYi8obwnQM",0.5179877670778955,-0.35137731905584135,0.17371799,0.779923,0.8240899,0.6548995
"R_6dtlJKXtYZvhcc1",0.5127534847194352,-0.39521666894292523,0.2412222,0.8179022,0.8647474,0.71787465
"R_5LGyz0MpKMLFq6d",0.5438457602970438,-0.40238760423575226,0.048099842,0.82424825,0.8333943,0.7006543
"R_7tDbIpWzGqcRetp",0.5426224678499938,-0.3935325085161053,0.112953395,0.88293505,0.8299177,0.8134013
"R_3o8foyeTWgxIucv",0.5398572266663677,-0.35234293781583276,0.15048122,0.6058923,0.50896794,0.10547355
"R_7C2tkMnmnc0hDkA",0.5444075919336614,-0.35158086959985785,0.28674445,0.7500158,0.75347614,0.5705969
"R_18IqhzTmdY82gnk",0.5398830399709955,-0.3773432368995584,0.27750343,0.5528027,0.48611596,0.33404386
"R_1OryVTHQt7KxMtW",0.54652548287143,-0.4431950011378333,0.11336674,0.8547553,0.90018106,0.88168186
"R_7iXc8c1TjWu0zm4",0.49660024768376126,-0.39437745143215136,0.0414203,0.81536746,0.9050664,0.8600013
"R_55AQmsHYQh7C69H",0.5617025706749704,-0.4650592189646562,0.16043124,0.74310625,0.7672726,0.7631247
"R_6ly2yJSIxRHkjUv",0.49404266410530484,-0.3077007779237308,0.10783285,0.79321665,0.69814664,0.5593265
"R_5K2AbDSpm3OrL3s",0.5427237767944966,-0.44549325698632086,0.27975297,0.84342784,0.7845626,0.6942594
"R_3IrNEc2JCwfwCVY",0.5587400258525722,-0.37529958667048174,0.24282593,0.9065294,0.91635865,0.8299484
"R_3KHJforKaI9pFnN",0.5292430630878058,-0.38514651737267,0.09828771,0.8263722,0.8310783,0.7216403
"R_6JKTWmYuLoKyRlx",0.5240299929595066,-0.3895346856816805,0.07291982,0.6221608,0.6381839,0.6410067
"R_7CfGa7n1C20wx5n",0.5477246940344217,-0.3364776948790675,0.13041082,0.8600843,0.83223706,0.47621834
"R_6ZJ1WuT86sglZ24",0.551507221463818,-0.35243680736526634,0.19314334,0.88897485,0.79430854,0.8425741
"R_7pMsKO9x0ofBULx",0.5410320968657568,-0.3677665802293318,0.30854854,0.85153663,0.7572618,0.69107187
"R_1KiLF90HiCs0HR8",0.5483573116557123,-0.41648644146744285,0.05898502,0.879371,0.8817194,0.7642812
"R_32EAjdE6WDG88gv",0.5261456609120603,-0.40030271289210256,0.045873325,0.63657767,0.66854507,0.72880656
"R_5aghmi9SePRVFyY",0.521141305369946,-0.3724576285246644,0.11223003,0.8509987,0.80515003,0.7510267
"R_6S9t5xfE85COzqD",0.52058843016327,-0.43839116143008755,0.11739369,0.78465986,0.80515003,0.7470143
"R_3PB4JqApS4ShRL3",0.509197930335656,-0.4327500609737221,0.029799197,0.78301996,0.8391525,0.79194117
"R_7pNoMFPY3txGCNX",0.5118224531394726,-0.38109299923343953,0.1373533,0.78447769999999994,0.85245574,0.42020884
"R_5IbK4Nfi5RpuhJo",0.5176851257593896,-0.39952790403499083,0.02072494,0.68353766,0.7002943,0.5611979
"R_3Se0N3yL0DVswdw",0.5246200311965775,-0.42057291392041485,0.032863233,0.71132517,0.8087333,0.8498349
"R_3Sknh8uZqOPXLPX",0.5526262288218681,-0.4258754246997989,0.06065326,0.88293505,0.8566528,0.7706542
"R_1pW8SGTypEGwdC8",0.5155899831368632,-0.34906619010247286,0.059727192,0.8341429,0.7991433,0.24399526
"R_3CfzvRYo7RlLDjX",0.5814275789606401,-0.3367629190343561,0.06896287,0.82531077,0.8391525,0.6101279
"R_3thfgfNDxiEhvpk",0.5578462959965361,-0.3915042308357207,0.054284602,0.64380854,0.70743406,0.873992
"R_3HIvUDD1ja7OS63",0.5355060271232766,-0.39412091920642034,0.09915545,0.8874732,0.92790246,0.8057404
"R_3nOs50aLjCUyZrA",0.5799756500037141,-0.3003751350759764,0.053295042,0.7478142,0.683762,0.65025157
"R_7vdCPOPVdmg7vhV",0.5462494066445646,-0.4104560731011982,0.11088664,0.80956733,0.75347614,0.43327832
"R_5nMCwYNd2lm67ti",0.529287874070575,-0.3189529548410465,0.06104896,0.7528057,0.8299177,0.8627128
