"ResponseId","affective_pol","stance_pls","TOXICITY","NUANCE_EXPERIMENTAL","REASONING_EXPERIMENTAL","RESPECT_EXPERIMENTAL"
"R_3Eak0hxhCRLkAWK",0.5088742523834897,-0.4079278331199063,0.09785384,0.85153663,0.88593894,0.77239627
"R_6sgyGbDGVc60QeZ",0.5401648684739778,-0.448719195296416,0.09915545,0.7557496,0.6495624,0.6595649
"R_72VsHgZZUq2N3Cn",0.5133773988145761,-0.38344601684958035,0.15987846,0.8366097,0.80634606,0.63030756
"R_77yBZCEki5ImymF",0.5334178376616974,-0.36539872708475185,0.14256015,0.7786469,0.79188174,0.72541374
"R_3nYLYiEfnxIaody",0.5691927728804289,-0.37683038438775995,0.34757367,0.7295555,0.70743406,0.70546687
"R_5E6GXXz5OuPOduV",0.520046348588687,-0.35136911656036957,0.0665887,0.8555574,0.86305356,0.77007395
"R_3pspS3mMokK8kWe",0.5728132338220449,-0.3746315274468413,0.31963667,0.7443387,0.71808714,0.41568857
"R_7LA7cBhqyZtgeB3",0.557367262542607,-0.4350035136169636,0.1013248,0.7100505,0.77965313,0.80632913
"R_1X23AaesweKHoid",0.5115225655590528,-0.3035079389741274,0.10696511,0.8874732,0.90409774,0.844202
"R_33BltwzDIdamdeF",0.5250705171123701,-0.38856329874592493,0.11161,0.72408324,0.76602626,0.5593265
"R_14EoCNlwandCWGZ",0.5553457855796933,-0.3563563582884632,0.15822013,0.84369946,0.871983,0.77879584
"R_3AQpHuuoZrBoTbg",0.5827616490337084,-0.34054983808365114,0.123468354,0.84125143,0.8664323,0.25789687
"R_3rF9T4regPxoca5",0.526266933236303,-0.3918518631558745,0.12520397,0.62312025,0.7833373,0.8134013
"R_7aJmEtGyRdKRK01",0.5208710069944198,-0.4700485644807319,0.27750343,0.6929632,0.61238086,0.43327832
"R_1JCtcksoBtaBXvJ",0.5610629605469042,-0.3505536184425644,0.25462922,0.8330448,0.763529,0.47185203
"R_702bnAiQ3tLkAbP",0.5724063196571516,-0.3320977370037429,0.26293078,0.85126764,0.88593894,0.714869
"R_1ja5KahOHsO2Wqd",0.5529545878689202,-0.4585910191171188,0.15822013,0.865629,0.89112014,0.8110423
"R_7R7UzFQV3f12HcH",0.5606367403318947,-0.34568592163941847,0.044883765,0.8233292,0.7024388,0.76023656
"R_3I3HlXdOanKPZUB",0.5599173904662043,-0.3542200325340906,0.2412222,0.64091456,0.66854507,0.54077375
"R_3luAzfATxdj3qB5",0.5140663595215356,-0.3873619031929461,0.24442963,0.8584901,0.8594275,0.8416355
"R_5CK3hiitMbtyLli",0.5422960722928596,-0.33046226031001685,0.15822013,0.8978622,0.91544104,0.7857973
"R_3X0s8P3bnhukFW6",0.5106200641766746,-0.4310032229931206,0.032391842,0.6892118,0.65907204,0.124902606
"R_6OUB1vQZb0Xg9JF",0.5367653069099514,-0.4239880419524742,0.11912931,0.5959415,0.74959785,0.7216403
"R_3Yf9r3ofZGbqd12",0.48493110984764626,-0.3222676877355737,0.043399423,0.7334792,0.61238086,0.23028909
"R_3nRwTcR3hM5yVrz",0.5188198480017799,-0.3759736256401723,0.079250954,0.7573927,0.8471371,0.8634986
"R_7rNGWbvl6e7IJME",0.5448562058715707,-0.36771896178576285,0.15103401,0.83524007,0.8345497,0.65025157
"R_3giSqOyzvPWrl2p",0.5267848239025057,-0.4060673654041063,0.10175867,0.58995026,0.5177421,0.6172022
"R_74bZt8ZlFdefLwi",0.5300116572485033,-0.4481760139516074,0.079250954,0.82849365,0.868108,0.69905347
"R_5dmwcWT7F5T6ku1",0.5167472466083752,-0.35759409843182116,0.04240986,0.8869715,0.91998696,0.82684124
"R_72Vhk1MSc0NUK2n",0.5136135704967313,-0.40978349666853725,0.09568449,0.78301996,0.8708807,0.7898918
"R_51ofYfkkC2LsUuL",0.5376982408376448,-0.38055075863107013,0.1893425,0.68874294,0.7572618,0.70546687
"R_7nOulBeDKrGazml",0.5528584013146306,-0.3951413174182616,0.102626406,0.8298555,0.81111443,0.7006543
"R_6R3S11i6IWAf2dT",0.5074929212390384,-0.4179572995945115,0.06817148,0.65540147,0.73498,0.7544747
"R_5rv267BwpeWx0R7",0.5174783220981224,-0.41185652487150354,0.25462922,0.80557555,0.79430854,0.6136608
"R_7gbwT6OzMEZfYKq",0.5071845716827729,-0.41718327580982983,0.30319387,0.7333878,0.71950185,0.79575056
"R_5DT3DGRRnWz99OE",0.5538494918332683,-0.3656860952330724,0.15490346,0.847493,0.8566528,0.60836554
"R_7phZmvKgxLustbj",0.5467671229135834,-0.40269586875801383,0.28087774,0.84965235,0.85804266,0.69905347
"R_10U7PFxgSnKhqXX",0.55947617809805,-0.3128820639101806,0.1269396,0.6452562,0.6649057,0.35338908
"R_7IeYGSSk9W3P4J3",0.5412305845050919,-0.44012920050196686,0.055274166,0.8302949,0.82875586,0.7470143
"R_8VrUTOa6zPsS0d5",0.5257104131235747,-0.4482914868030956,0.017718147,0.7886667,0.8240899,0.90609187
"R_7EFUpvdagWw5w4v",0.49275258699702384,-0.33867210502363737,0.054779384,0.8798819,0.9050664,0.7694938
"R_7OrxQwxjaoyeATp",0.5249814182983887,-0.3896482060678278,0.069754265,0.72134805,0.71525383,0.63947254
"R_6kdjdetqO8xrY2Z",0.5647582181379031,-0.42222487005155407,0.050573748,0.8200739,0.7002943,0.69266486
"R_33gafQiTigD8Bs5",0.5380922402929281,-0.4366606382197192,0.050326355,0.7850241,0.8686648,0.8637604
"R_11bwgTAXIyhHOYF",0.5228575906975321,-0.5020383185055582,0.0969861,0.65830386,0.72937024,0.37306613
"R_3COOUtNeL5FjG8J",0.5289472640494428,-0.3896894316188412,0.046368107,0.7780999,0.81111443,0.6942594
"R_3bOVDXC0milQlUh",0.5459348543155752,-0.3644853715669153,0.104795754,0.8390703,0.87851095,0.8027987
"R_7lMl2C6BoFaXqf6",0.5200696269321031,-0.3802974842776955,0.15932569,0.9002924,0.9098463,0.8700206
"R_1XgrNwbhgOXHaOW",0.5305603585789351,-0.4084462845760226,0.056016337,0.6428437,0.6627196,0.8349824
"R_1PNQzi2N1mVQWUF",0.5163502811833252,-0.4235507978963637,0.10783285,0.7382229,0.69456106,0.7613913
"R_12b5N3ouqQcKV1o",0.509416426328019,-0.43627137912928726,0.33504707,0.7873919,0.7833373,0.8345381
"R_32nLFc1MsYOksfd",0.5407997000025796,-0.2639539659093064,0.15269235,0.8611446,0.87417555,0.8033868
"R_7mg7ZC6qAGWGncZ",0.515495275962637,-0.29179395116376883,0.0926474,0.7616821,0.58935815,0.7729774
"R_14AECcHuEbUhfEd",0.5418730030955183,-0.4098243506849272,0.31963667,0.8371571,0.5552773,0.42020884
"R_6xHQ6NzSJ82JCBb",0.5462298026946746,-0.441870777823832,0.11067997,0.8531479,0.8264265,0.7596595
"R_5h4tdxIubsZRTyh",0.5698937892075899,-0.3028600327496355,0.19893374,0.8390703,0.82875586,0.78171
"R_6ZPk8iYenGikT73",0.5541855654312273,-0.41709347430918914,0.3811502,0.38002428,0.3028207,0.29574555
"R_7xykIXDvjZ9Bkeg",0.5397400026260757,-0.40093716132739826,0.06817148,0.8240964,0.83223706,0.64254296
"R_1UwE5kOZTnqHrix",0.5439193786090964,-0.3944222939583157,0.20195828,0.7811989,0.6427725,0.7316351
"R_60TcUDB5xqTb2oy",0.5550354120177974,-0.3887353615816051,0.25462922,0.7975803,0.81111443,0.844048
"R_7GIJhP9NUlkYdXv",0.5426435820817689,-0.40909057712604996,0.09568449,0.8274334,0.7955197,0.8414791
"R_1fjAJ7DBY0yumZD",0.5519332465504166,-0.3272085879780118,0.2854699,0.9231556,0.8900925,0.5593265
"R_6O8IVl88EH6s3K9",0.5140274892258265,-0.42664600205541037,0.09112182,0.57147276,0.62163717,0.6066054
"R_7nvdg9jnK4Yul3P",0.5961283064566738,-0.38914613639410384,0.37751234,0.49563363,0.59785306,0.54077375
"R_6me3mYR3Pon2pxB",0.5472773785863678,-0.34660112928761294,0.30539915,0.7990353,0.7002943,0.6172022
"R_1i9W3PQp2NtDuZD",0.5197337070146383,-0.42100497280745736,0.23162876,0.88191974,0.9145193,0.82284963
"R_1A6zkNZJJChPvj3",0.5627494669261097,-0.45849069081467037,0.06263174,0.6985936,0.8217459,0.7538996
"R_5afeX3gLMkAOXjq",0.5506016922504514,-0.2950395205526196,0.43720075,0.5662735,0.73498,0.5876961
"R_7po8iunHnKDl4jc",0.528641270628894,-0.3366803793995944,0.09872158,0.82622075,0.8368549,0.76717556
"R_1XgMd61jPJOGUzr",0.5575716699408725,-0.42505542164000376,0.18649188,0.82152116,0.8573484,0.7677549
"R_3LuSm5CknucXh8j",0.5323825893403085,-0.4905564829926332,0.10739898,0.7884845,0.83223706,0.4502595
"R_7Qm9gA6lwS00bvz",0.4913818000759014,-0.23645522147252726,0.2312681,0.87423044,0.8971984,0.7223943
"R_3teNIyoyOWfeKTj",0.5393114315709663,-0.4134144966202628,0.3389984,0.8300067,0.7279644,0.6030863
"R_7sSs1aTOFTqFHd7",0.5306410351542532,-0.43403465205404784,0.10696511,0.8044863,0.81467384,0.8624504
"R_7GiYLOhHKUxJBOG",0.5153915767039479,-0.35868796227258215,0.069754265,0.6621773,0.6480961,0.42474672
"R_1OVxTBz3Z1m41ps",0.5546708976687361,-0.45885864784480096,0.2667042,0.55590534,0.73498,0.77879584
"R_3HUrbHjt2KhFc7b",0.5143333118818153,-0.4009156741638104,0.09033044,0.841796,0.850532,0.68948036
"R_5qsTytIvhD1bFDm",0.4988133010711266,-0.3686277384350492,0.10089093,0.7078658,0.7272608,0.6154304
"R_7C9o8KSWZ10Atyc",0.5105265980408121,-0.4291538386882803,0.19029272,0.88242775,0.87851095,0.78229326
"R_7dEP3y06hf1ZkWX",0.5131802848657191,-0.4251543898384362,0.14082454,0.838797,0.7685172,0.74415445
"R_74IyHPgZHxF2RCs",0.544851190661051,-0.3795728195254988,0.32289913,0.8044863,0.7906666,0.64408094
"R_6YhLILbvP7GVEYG",0.5503077638304378,-0.3863723163580729,0.15435068,0.84234023,0.8848906,0.71787465
"R_7JmiaA2nT6TisHD",0.5299627483391508,-0.3593928201640936,0.17458448,0.7548823,0.7759547,0.65334845
"R_73e0aiHUksUTSTN",0.48686462030706207,-0.36116980204749743,0.028620722,0.75547564,0.7967292,0.85240793
"R_3aXiUoxsLEp5CjT",0.4898332124503637,-0.34575073837146075,0.09655223,0.8674655,0.85525835,0.8004472
"R_3OfwW3cKYptpGCp",0.5409110905217939,-0.3577307405872048,0.022846194,0.8269787,0.7710025,0.68789035
"R_52xE8KfWSStotlw",0.5265793004150245,-0.339344348205536,0.17025198,0.79576266,0.7457078,0.5992224
"R_37gucKgOvsJ55U5",0.5351416343514721,-0.42194585651084415,0.06896287,0.86536616,0.8664323,0.5093774
"R_5y1QRtMgTRw3Hov",0.5187505153946986,-0.33181477294982475,0.050078966,0.8978622,0.9244265,0.7171226
"R_680H7z8khk99LZ7",0.5355278886153342,-0.3726379182756304,0.11419344,0.8360621,0.8264265,0.66112393
"R_1YOZCDYtYWSGmyO",0.5642364059922264,-0.3726555660738959,0.23271075,0.79248875,0.80155075,0.6048477
"R_5gSgfjTkt43Dw28",0.5227247545380975,-0.37528387270306524,0.18649188,0.9218078,0.8641838,0.7706542
"R_7DM7Fic5j8JUBk0",0.5663668137108779,-0.34611172344510827,0.4014846,0.66072446,0.66563404,0.27199435
"R_3jRNLLVo6EVuA3D",0.5644794353734158,-0.3950271871688645,0.50503236,0.47778848,0.48903498,0.4806
"R_7Ie9HKINyjYAPv3",0.5115182289198047,-0.39991149692622197,0.06579731,0.8193502,0.80155075,0.8241797
"R_3fdi0WrKr3Y2u1U",0.5318827906525809,-0.4144448083722976,0.10175867,0.84261227,0.8402985,0.6815467
"R_1hTF5qrj3MIUrZv",0.5085563355805705,-0.36595811407278594,0.15048122,0.8731958,0.90409774,0.85247386
"R_7gLDuGXpEIfZROT",0.4782491947260705,-0.3855881872806214,0.08083374,0.82652396,0.68664736,0.67838573
"R_6JFwdX3RXfbGquL",0.5948657092573552,-0.37854046236439765,0.15822013,0.7525546,0.7991433,0.5611979
"R_5cvgbh4Sc1dRkyn",0.5378406506269225,-0.3985023696560834,0.058490243,0.9079516,0.9287606,0.85377085
"R_1CwFDhib5SgAtS9",0.5226493534798649,-0.3785997869949559,0.26293078,0.84965235,0.81939507,0.8253623
"R_1RyBR0W5Sv90QRb",0.5621972339616481,-0.38399045884582195,0.3250515,0.87163955,0.8545592,0.63488114
"R_30UIwmsnzFOGKOp",0.5478358962331935,-0.37340814295116026,0.16678599,0.86140937,0.8795844,0.8425741
"R_6uc4fojGfbRKwjT",0.5167708055863285,-0.43766373485328164,0.03875561,0.8033965,0.8566528,0.793992
"R_60FWQRI7DFORNG9",0.5490054367634585,-0.4271685778725162,0.06421452,0.5281238,0.4582445,0.68471515
"R_62Ee5SYSgcw4d3z",0.5518783998865074,-0.4497401519882096,0.83334327,0.43885556,0.50729716,0.5857847
"R_5wzDKXYyiYwfqOj",0.5433112281615619,-0.41759104920969853,0.19409354,0.6976551,0.80515003,0.5026815
"R_72QQ6dld1hJaWrp",0.5813712021059914,-0.4354902365596754,0.044883765,0.81391835,0.82057154,0.7418706
"R_5vZCVcvo9HzjiAp",0.5330215093223534,-0.3951858600240459,0.05354243,0.72207725,0.76602626,0.775303
"R_72tN6HfC8MyMbP1",0.5185869301337911,-0.3142399795139324,0.05750068,0.8297043,0.752185,0.5389349
"R_7oFudjC2cMU8VMW",0.5304672334420126,-0.38206881303690865,0.23451406,0.85126764,0.79188174,0.7747214
"R_1TLblYaoBDT5OTa",0.547940255433237,-0.40510690164964747,0.20242359,0.6616929,0.7572618,0.64254296
"R_5PXH24AVFm9RIQ8",0.5523843819572187,-0.4351858201204293,0.18269104,0.7729936,0.62002933,0.6626846
"R_1HrcJzAAXJyNqH7",0.5592612482311468,-0.29196562590559494,0.17111848,0.8200739,0.72303313,0.7223943
"R_5uDInS0x126bE1I",0.5385133193449787,-0.35734665882480765,0.07450261,0.8924565,0.8264265,0.6207543
"R_1FaHJEkZkiakmZP",0.5987232374448925,-0.4366001020075499,0.17371799,0.7939442,0.793096,0.37803748
"R_3EFfUgfcCgMrLyj",0.5287786004255902,-0.363654600188224,0.25462922,0.841796,0.87308127,0.78171
"R_6RVyDntJlnkgLFU",0.5378012949497214,-0.3361124510953454,0.05131592,0.723901,0.80515003,0.8139912
"R_5JwKSY3lms5Jdzh",0.5448312610728535,-0.39570066175063107,0.21107252,0.74917614,0.7418047,0.76081395
"R_5VaOFZxYxxnpHKY",0.553239908144757,-0.3291215583653039,0.085582085,0.8229677,0.8087333,0.70868313
"R_5JDi2NhQFEXtm4G",0.5757262857932135,-0.3374222961411286,0.22177623,0.614494,0.6465906,0.25789687
"R_7uT4ssHrwKLkUaR",0.5396339713392135,-0.4079420804583999,0.05230548,0.62792146,0.62645894,0.6626846
"R_14N8Myp7CD2lO93",0.5119770695527196,-0.36156864745596434,0.050821137,0.8658918,0.8264265,0.33884993
"R_1M56j9ldrg017y1",0.5401546980219606,-0.4327966552227522,0.06817148,0.84315604,0.73498,0.25789687
"R_1I5m1ta6rHEXVgp",0.5219710085122518,-0.32213161848908994,0.12867521,0.8164539,0.74959785,0.5800675
"R_1BQm9wleS9UcmUF",0.5368511900781505,-0.3898519165679775,0.11479026,0.8308454,0.8229188,0.79077
"R_5PqRqItNkgF6t9f",0.49612127258214245,-0.4186859896443468,0.04067813,0.7881203,0.78211075,0.84467494
"R_7ikXMZV57qgMGKt",0.5647785362130442,-0.4132510623969693,0.2524482,0.8229677,0.7131252,0.6736572
"R_7si51HHUogOKk2l",0.49024420760348675,-0.41271757862062447,0.051563308,0.86851203,0.8991911,0.85930043
"R_6QEreuhVaBB1abg",0.549792757822748,-0.3914854042717902,0.11440011,0.841796,0.8566528,0.72767663
"R_3LU99Wwwd7gr3nP",0.5248202512854984,-0.4055155663111647,0.054284602,0.8874732,0.9354774,0.81310624
"R_7gLXOCFn5Yqi5f8",0.5277693991515024,-0.33740714441244896,0.1587729,0.85261124,0.763529,0.45884904
"R_6oXokJbVkb4TQS5",0.5083173080850738,-0.47351396519119043,0.05255287,0.6752745,0.5507058,0.793992
"R_5QtiSk9ioXW6KWW",0.5341823587920025,-0.35860668669888635,0.23667802,0.8571585,0.8448651,0.7395898
"R_5ooJMcqrtYFWXzI",0.526731823395424,-0.37273706376860005,0.0466155,0.58895266,0.62645894,0.63182990000000006
"R_5GlCgTGIY0chIjf",0.5693185280742036,-0.3413105717671425,0.12520397,0.829553,0.8310783,0.57816774
"R_3xwPHYMg0yJp4KH",0.5196049804271501,-0.4317988027126944,0.08795626,0.8374306,0.9296149,0.8505828
"R_32zjDty9Fc8MZgI",0.56122961894124,-0.3815639181353016,0.50759226,0.84315604,0.66854507,0.5819706
"R_6hGPJfR2EPVmqDw",0.5205381209286968,-0.42441620288868875,0.06817148,0.88191974,0.8838378,0.8544301
"R_6PcTTUcsIjLpyf3",0.5484071540939293,-0.4031496496557491,0.063027434,0.8175403,0.80634606,0.34367627
"R_5ynbNeIaqaMoNdD",0.5539567163310218,-0.3995525211161406,0.19986437,0.8884749,0.87417555,0.79897857
"R_6KybDl5tgEjrPNp",0.5343923958592026,-0.40974793806572013,0.08637348,0.7757293,0.72303313,0.72541374
"R_7FWFjXx4hTDYrC1",0.5129097696353663,-0.4174061187179655,0.22846605,0.78757405,0.79188174,0.65025157
"R_6fCbH7oYz5NOJJv",0.557517600512411,-0.4321520319272222,0.23667802,0.70731956,0.7131252,0.67838573
"R_3oLscs9XC9pzX4c",0.5456003234818917,-0.40295792333432784,0.2763787,0.59894156,0.69240606,0.58961
"R_6oS1Z2gyM0ZHoIh",0.5075842597957785,-0.4912911502845823,0.023906821,0.73493856,0.7095707,0.5389349
"R_6dLCVSMjuV8pNNm",0.5535955342509988,-0.4346050737970386,0.32397532,0.81101775,0.68159515,0.8051518
"R_6fWdSJy8EUkqzYd",0.543846737968875,-0.41511257205647095,0.26104406,0.829553,0.7845626,0.7367439
"R_6B8qOjnum4Ggx3P",0.5095577937416511,-0.373675569278526,0.06263174,0.75561273,0.79188174,0.7078785
"R_1iBVsqfFJgIlKFR",0.5380419497828952,-0.38008306314601414,0.62702215,0.75711876,0.77965313,0.70868313
"R_5AyKuToAAyqbhdv",0.5349362280980591,-0.37128252257293054,0.049336795,0.8300067,0.8653101,0.8498239
"R_69mqffRocI2ukzx",0.5841657096137166,-0.5332129233377743,0.2412222,0.6269607,0.73777723,0.67838573
"R_7sjosFjb0cZbXZT",0.5436185187586972,-0.4374510132900454,0.13041082,0.7912151,0.868108,0.7764668
"R_5dUWYcf5bFL3fqh",0.5408008389229514,-0.4236755820483744,0.16765249,0.7366718,0.740501,0.7504528
"R_7vFUqNLYeBYy9wt",0.5519387028480165,-0.475422569206362,0.026499467,0.8420681,0.850532,0.5444606
"R_6S6KZb4ST4QMPUR",0.5869937681852081,-0.3994926792100117,0.2786282,0.7197072,0.3751158,0.6364095
"R_7dAKFeWSz5WwDND",0.5184022193942932,-0.31789161752301437,0.036870047,0.7424672,0.7771887,0.55745804
"R_5MromyIShtXRwXv",0.5051401894285711,-0.41321916130721204,0.045378547,0.6428437,0.6959962,0.85075873
"R_5fJlfvuKhXqBuIz",0.5435987997960987,-0.39636250340510676,0.05255287,0.8978622,0.9126629,0.7782134
"R_3IsnXgpNcVMaPYJ",0.5351564358226096,-0.3586278779634935,0.11440011,0.84668165,0.84940207,0.8445099
"R_7PL9cebvvfc8Etb",0.566125445780534,-0.39767092852630026,0.30514878,0.71897817,0.6959962,0.63335454
"R_705XeznrgBc9rEt",0.5081358415612849,-0.3879167747272894,0.037577134,0.84830356,0.8795844,0.79692394
"R_5Gku4F8reNCUDOg",0.5552489805244901,-0.39501840017146234,0.081625134,0.8324951,0.85525835,0.8666357
"R_3R9ixCy5AKuyAhr",0.5133712935918772,-0.3884961666963497,0.07371122,0.83578813,0.77224267,0.76891404
"R_37dWOZw3ucqKSFr",0.49513674396221247,-0.36512440450680755,0.071337044,0.69014937,0.69814664,0.60836554
"R_71L19kxmsnvG17r",0.5929926098187911,-0.3361902345980141,0.27525392,0.85422,0.86011815,0.7846285
"R_5oSFVRz3jRr4Sm5",0.4979417439433255,-0.41100023455267826,0.09525062,0.8366097,0.797937,0.7747214
"R_7cv3nQT6RSO9yrD",0.5244707202908127,-0.336295186994325,0.1269396,0.88344175,0.90214795,0.66580975
"R_305ZezBBNwQYN41",0.5817643990778755,-0.46369672765161357,0.10609736,0.8368835,0.86011815,0.7712349
"R_3b2SNuozlPYsB2p",0.5289080231755217,-0.48025903649763596,0.028856417,0.8341429,0.862487,0.8569329
"R_1ZBIsaJvkLelPMJ",0.5645817598112832,-0.4602107504185313,0.09611836,0.83098304,0.8921434,0.5992224
"R_2kbUSHREaM74moL",0.5307419304031192,-0.4727957671200781,0.02343543,0.83441734,0.7882295,0.40670285
"R_6hhjb1aIESrmLRb",0.574331853871322,-0.41690309229719413,0.06579731,0.66120857,0.5745664,0.31482786
"R_7DketJ5oTfnjvdT",0.5662840756246281,-0.3542800860799552,0.05255287,0.7200718,0.75347614,0.31482786
"R_371EVnZDnleIIbn",0.4931373013923779,-0.4219003179694602,0.16043124,0.7361244,0.8368549,0.69266486
"R_6rUsCe62mZxMwCb",0.5208105846145372,-0.3700224294132633,0.103494145,0.710961,0.7251484,0.5611979
"R_6AWR2brr7JVSRNL",0.5537771832908639,-0.4477685398829706,0.37751234,0.6375408,0.630071,0.59729445
"R_1nmeUatQbfK6pDH",0.571450467060749,-0.4057001108756657,0.1693855,0.8257658,0.8217459,0.25789687
"R_5etsEwkVslIbesx",0.5744613256503333,-0.42159764854313336,0.15158679,0.67770314,0.589763,0.548159
"R_3hBbIkbA4TWnGuX",0.5582087711672943,-0.39989149924560363,0.049584184,0.87423044,0.88593894,0.8187136
"R_1gc4RwCuiDFBAFJ",0.5111989257034574,-0.42331402788545286,0.07450261,0.7801053,0.7967292,0.7070741
